Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,home,game_id
Bruno Fernandes,8.0,pt POR,"FW,AM",29-343,90,70,0,6,28,36,3,70,1,1,100.0,0,0.0,50,256,185,7,5,0,1,2,51,7,True,ManchesterUtd_Fulham_20240816
Marcus Rashford,10.0,eng ENG,LW,26-290,90,43,1,6,11,26,4,43,6,0,0.0,5,83.3,34,214,69,2,1,1,2,1,37,9,True,ManchesterUtd_Fulham_20240816
Amad Diallo,16.0,ci CIV,RW,22-036,60,36,1,4,11,22,3,36,1,1,100.0,0,0.0,22,147,27,0,4,2,2,2,26,7,True,ManchesterUtd_Fulham_20240816
Alejandro Garnacho,17.0,ar ARG,RW,20-046,30,19,0,2,7,10,3,19,2,0,0.0,1,50.0,11,78,42,2,0,1,2,1,12,3,True,ManchesterUtd_Fulham_20240816
Mason Mount,7.0,eng ENG,AM,25-219,60,23,0,1,9,13,5,23,2,0,0.0,2,100.0,16,127,9,0,0,0,1,3,18,3,True,ManchesterUtd_Fulham_20240816
Joshua Zirkzee,11.0,nl NED,FW,23-086,30,12,0,1,7,4,1,12,0,0,,0,,6,16,11,0,1,0,1,0,6,1,True,ManchesterUtd_Fulham_20240816
Kobbie Mainoo,37.0,eng ENG,DM,19-119,83,55,1,8,29,18,0,55,5,4,80.0,1,20.0,39,156,38,0,2,0,1,4,36,1,True,ManchesterUtd_Fulham_20240816
Scott McTominay,39.0,sct SCO,DM,27-252,7,4,0,1,3,0,0,4,0,0,,0,,3,11,6,0,0,0,0,0,2,0,True,ManchesterUtd_Fulham_20240816
Casemiro,18.0,br BRA,DM,32-175,90,77,7,20,38,20,3,77,1,0,0.0,1,100.0,46,167,90,0,0,0,0,0,50,0,True,ManchesterUtd_Fulham_20240816
Diogo Dalot,20.0,pt POR,"LB,RB",25-151,90,67,6,15,30,22,0,67,1,1,100.0,0,0.0,40,154,98,1,2,0,0,0,41,10,True,ManchesterUtd_Fulham_20240816
Lisandro Martínez,6.0,ar ARG,"CB,LB",26-211,90,70,8,26,42,3,0,70,0,0,,0,,51,385,286,1,2,0,0,0,52,0,True,ManchesterUtd_Fulham_20240816
Harry Maguire,5.0,eng ENG,CB,31-164,80,68,11,28,40,1,0,68,2,1,50.0,1,50.0,40,292,104,1,1,0,0,0,42,0,True,ManchesterUtd_Fulham_20240816
Jonny Evans,35.0,nir NIR,CB,36-226,10,8,1,5,3,0,0,8,0,0,,0,,2,10,1,0,0,0,0,0,2,0,True,ManchesterUtd_Fulham_20240816
Noussair Mazraoui,3.0,ma MAR,RB,26-276,80,54,4,14,33,8,0,54,0,0,,0,,34,130,54,1,0,0,0,0,32,2,True,ManchesterUtd_Fulham_20240816
Matthijs de Ligt,4.0,nl NED,CB,25-004,10,2,0,1,1,0,0,2,0,0,,0,,2,13,10,0,0,0,0,0,2,0,True,ManchesterUtd_Fulham_20240816
André Onana,24.0,cm CMR,GK,28-136,90,32,27,32,0,0,0,32,0,0,,0,,24,142,108,0,0,0,0,0,19,0,True,ManchesterUtd_Fulham_20240816
Rodrigo Muniz,9.0,br BRA,FW,23-104,77,17,1,2,9,6,4,17,1,1,100.0,0,0.0,11,46,10,0,0,0,3,3,14,3,False,ManchesterUtd_Fulham_20240816
Raúl Jiménez,7.0,mx MEX,FW,33-103,13,5,0,0,2,3,0,5,0,0,,0,,2,11,10,1,1,0,1,0,3,1,False,ManchesterUtd_Fulham_20240816
Alex Iwobi,17.0,ng NGA,LW,28-105,90,42,2,5,22,15,4,42,5,1,20.0,4,80.0,31,165,74,1,3,0,2,2,29,6,False,ManchesterUtd_Fulham_20240816
Adama Traoré,11.0,es ESP,RW,28-204,77,36,0,6,13,20,4,36,9,4,44.4,5,55.6,25,286,176,5,5,4,3,0,25,4,False,ManchesterUtd_Fulham_20240816
Harry Wilson,8.0,wls WAL,RW,27-147,13,7,0,0,4,3,2,7,0,0,,0,,6,16,9,1,0,1,2,0,6,2,False,ManchesterUtd_Fulham_20240816
Emile Smith Rowe,32.0,eng ENG,AM,24-019,63,35,2,11,18,7,0,35,0,0,,0,,23,122,54,0,1,0,1,0,25,2,False,ManchesterUtd_Fulham_20240816
Tom Cairney,10.0,sct SCO,"DM,AM",33-209,27,18,0,3,8,7,2,18,3,2,66.7,1,33.3,14,114,51,2,1,1,0,0,16,1,False,ManchesterUtd_Fulham_20240816
Saša Lukić,20.0,rs SRB,DM,28-003,89,53,4,20,30,4,0,53,0,0,,0,,30,138,66,1,0,0,0,0,27,0,False,ManchesterUtd_Fulham_20240816
Jay Stansfield,28.0,eng ENG,"AM,DM",21-266,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,False,ManchesterUtd_Fulham_20240816
Andreas Pereira,18.0,br BRA,"DM,AM",28-228,89,59,0,8,24,29,1,59,2,0,0.0,1,50.0,28,129,79,1,2,0,1,0,28,5,False,ManchesterUtd_Fulham_20240816
Harrison Reed,6.0,eng ENG,DM,29-202,1,3,0,0,3,0,0,3,0,0,,0,,1,0,0,0,0,0,1,1,1,1,False,ManchesterUtd_Fulham_20240816
Antonee Robinson,33.0,us USA,LB,27-008,90,59,8,28,24,11,1,59,2,0,0.0,1,50.0,31,114,76,2,3,1,2,1,27,1,False,ManchesterUtd_Fulham_20240816
Calvin Bassey,3.0,ng NGA,CB,24-229,90,72,11,48,22,3,2,72,0,0,,0,,51,261,167,1,0,0,1,1,51,0,False,ManchesterUtd_Fulham_20240816
Issa Diop,31.0,fr FRA,CB,27-220,90,45,8,28,17,0,0,45,0,0,,0,,26,123,61,0,0,0,0,0,26,0,False,ManchesterUtd_Fulham_20240816
Kenny Tete,2.0,nl NED,RB,28-312,90,44,4,19,16,9,1,44,0,0,,0,,22,123,60,2,3,0,0,1,20,2,False,ManchesterUtd_Fulham_20240816
Bernd Leno,1.0,de GER,GK,32-165,90,45,35,45,0,0,0,45,0,0,,0,,28,98,34,0,0,0,0,0,24,0,False,ManchesterUtd_Fulham_20240816
Liam Delap,19.0,eng ENG,FW,21-191,73,18,4,5,5,8,3,18,0,0,,0,,14,134,50,2,2,3,2,2,15,2,True,IpswichTown_Liverpool_20240817
Ali Al Hamadi,16.0,iq IRQ,FW,22-169,17,3,1,2,0,1,1,3,0,0,,0,,1,1,0,0,0,0,0,0,1,0,True,IpswichTown_Liverpool_20240817
Omari Hutchinson,20.0,eng ENG,"LW,RW",20-292,90,29,1,8,10,12,3,29,6,3,50.0,1,16.7,23,239,169,7,2,2,1,0,21,3,True,IpswichTown_Liverpool_20240817
Wes Burns,7.0,wls WAL,RW,29-268,56,20,1,3,7,10,1,20,1,0,0.0,1,100.0,12,34,8,1,2,0,1,1,15,4,True,IpswichTown_Liverpool_20240817
Ben Johnson,18.0,eng ENG,"RB,RW",24-206,34,19,3,14,3,3,0,19,1,0,0.0,1,100.0,6,15,11,0,0,0,0,0,7,0,True,IpswichTown_Liverpool_20240817
Conor Chaplin,10.0,eng ENG,AM,27-183,64,28,0,10,12,6,1,28,0,0,,0,,16,26,9,0,0,0,0,0,20,1,True,IpswichTown_Liverpool_20240817
Marcus Harness,11.0,eng ENG,AM,28-175,26,16,3,5,2,9,2,16,1,0,0.0,1,100.0,9,49,14,0,0,0,0,0,9,1,True,IpswichTown_Liverpool_20240817
Massimo Luongo,25.0,au AUS,DM,31-327,64,26,4,11,9,6,0,26,0,0,,0,,13,60,5,0,0,0,1,0,16,1,True,IpswichTown_Liverpool_20240817
Jack Taylor,14.0,ie IRL,DM,26-055,26,23,7,11,7,5,0,23,0,0,,0,,13,85,56,0,0,0,0,0,15,1,True,IpswichTown_Liverpool_20240817
Sam Morsy,5.0,eg EGY,DM,32-342,90,55,3,20,26,9,1,55,0,0,,0,,27,101,42,0,0,0,1,1,33,2,True,IpswichTown_Liverpool_20240817
Leif Davis,3.0,eng ENG,LB,24-218,90,50,7,15,19,17,0,50,0,0,,0,,20,119,78,5,1,0,2,0,22,3,True,IpswichTown_Liverpool_20240817
Jacob Greaves,24.0,eng ENG,CB,23-340,90,45,15,23,15,7,2,45,0,0,,0,,17,59,18,0,0,0,0,0,27,1,True,IpswichTown_Liverpool_20240817
Luke Woolfenden,6.0,eng ENG,CB,25-301,90,73,29,46,26,1,1,73,0,0,,0,,35,131,56,0,0,0,0,0,38,0,True,IpswichTown_Liverpool_20240817
Axel Tuanzebe,40.0,cd COD,RB,26-277,73,39,8,24,14,1,1,39,0,0,,0,,13,53,21,0,0,0,1,0,19,0,True,IpswichTown_Liverpool_20240817
Sammie Szmodics,23.0,ie IRL,LW,28-328,17,8,0,2,3,3,0,8,1,0,0.0,1,100.0,9,58,23,1,0,0,2,0,7,2,True,IpswichTown_Liverpool_20240817
Christian Walton,28.0,eng ENG,GK,28-282,90,45,39,45,0,0,0,45,0,0,,0,,26,95,48,0,0,0,0,0,21,0,True,IpswichTown_Liverpool_20240817
Diogo Jota,20.0,pt POR,FW,27-257,78,27,1,1,9,18,10,27,2,1,50.0,1,50.0,16,98,47,2,2,2,1,4,17,7,False,IpswichTown_Liverpool_20240817
Cody Gakpo,18.0,nl NED,FW,25-102,12,11,1,1,6,4,3,11,0,0,,0,,5,21,15,1,0,1,0,0,9,5,False,IpswichTown_Liverpool_20240817
Luis Díaz,7.0,co COL,LW,27-217,90,44,1,4,12,29,9,44,5,5,100.0,0,0.0,28,297,195,9,4,6,1,4,34,10,False,IpswichTown_Liverpool_20240817
Mohamed Salah,11.0,eg EGY,RW,32-063,90,44,1,3,15,26,10,44,2,0,0.0,2,100.0,27,114,28,3,1,3,2,1,38,11,False,IpswichTown_Liverpool_20240817
Dominik Szoboszlai,8.0,hu HUN,AM,23-297,90,59,1,9,28,23,4,59,1,1,100.0,0,0.0,33,168,105,4,1,0,2,0,42,3,False,IpswichTown_Liverpool_20240817
Alexis Mac Allister,10.0,ar ARG,DM,25-237,90,66,1,12,31,24,2,66,7,1,14.3,6,85.7,35,75,45,0,0,0,1,0,42,0,False,IpswichTown_Liverpool_20240817
Ryan Gravenberch,38.0,nl NED,DM,22-093,90,68,3,23,31,16,0,68,2,1,50.0,1,50.0,40,184,110,2,3,0,0,0,50,0,False,IpswichTown_Liverpool_20240817
Andrew Robertson,26.0,sct SCO,LB,30-159,78,86,6,42,18,26,2,86,1,0,0.0,1,100.0,38,122,61,1,1,1,1,0,50,2,False,IpswichTown_Liverpool_20240817
Kostas Tsimikas,21.0,gr GRE,LB,28-097,12,14,1,1,9,4,0,14,0,0,,0,,9,66,52,1,1,0,0,0,12,0,False,IpswichTown_Liverpool_20240817
Virgil van Dijk,4.0,nl NED,CB,33-040,90,89,13,50,36,3,2,89,0,0,,0,,54,181,49,0,0,0,0,0,74,0,False,IpswichTown_Liverpool_20240817
Jarell Quansah,78.0,eng ENG,CB,21-201,45,35,11,27,7,1,0,35,0,0,,0,,16,47,12,0,0,0,0,0,22,0,False,IpswichTown_Liverpool_20240817
Ibrahima Konaté,5.0,fr FRA,CB,25-084,45,35,5,21,14,0,0,35,1,1,100.0,0,0.0,22,95,56,0,0,0,0,0,23,0,False,IpswichTown_Liverpool_20240817
Trent Alexander-Arnold,66.0,eng ENG,RB,25-315,76,58,2,21,21,16,1,58,1,0,0.0,0,0.0,33,183,117,2,0,0,0,0,38,0,False,IpswichTown_Liverpool_20240817
Conor Bradley,84.0,nir NIR,RB,21-039,14,31,1,9,13,10,3,31,1,1,100.0,0,0.0,16,84,49,1,0,0,1,0,20,0,False,IpswichTown_Liverpool_20240817
Alisson,1.0,br BRA,GK,31-320,90,51,34,49,2,0,0,51,0,0,,0,,38,96,48,0,0,0,0,0,43,0,False,IpswichTown_Liverpool_20240817
Alexander Isak,14.0,se SWE,FW,24-331,90,19,3,5,8,8,2,19,1,0,0.0,0,0.0,6,35,27,0,0,0,2,1,9,2,True,NewcastleUtd_Southampton_20240817
Anthony Gordon,10.0,eng ENG,LW,23-175,69,24,0,4,7,13,1,24,2,1,50.0,1,50.0,11,105,68,4,2,0,1,0,13,4,True,NewcastleUtd_Southampton_20240817
Harvey Barnes,11.0,eng ENG,LW,26-252,21,5,0,2,1,2,0,5,1,0,0.0,1,100.0,2,20,0,0,1,0,2,0,2,1,True,NewcastleUtd_Southampton_20240817
Jacob Murphy,23.0,eng ENG,RW,29-175,29,12,0,2,7,4,0,12,1,0,0.0,1,100.0,6,36,31,0,1,0,1,0,5,0,True,NewcastleUtd_Southampton_20240817
Emil Krafth,17.0,se SWE,CB,30-015,61,12,8,9,1,2,2,12,0,0,,0,,0,0,0,0,0,0,0,1,2,0,True,NewcastleUtd_Southampton_20240817
Joelinton,7.0,br BRA,LM,28-003,90,34,12,14,12,8,3,34,1,0,0.0,1,100.0,13,67,19,1,0,0,2,0,20,0,True,NewcastleUtd_Southampton_20240817
Bruno Guimarães,39.0,br BRA,CM,26-275,90,42,7,16,20,7,0,42,0,0,,0,,17,77,34,0,1,0,0,3,18,0,True,NewcastleUtd_Southampton_20240817
Sean Longstaff,36.0,eng ENG,RM,26-292,90,22,4,7,9,6,2,22,0,0,,0,,5,27,4,0,1,0,0,1,10,3,True,NewcastleUtd_Southampton_20240817
Lewis Hall,20.0,eng ENG,LB,19-344,69,38,5,15,13,10,1,38,1,0,0.0,1,100.0,13,92,59,2,0,1,1,1,15,1,True,NewcastleUtd_Southampton_20240817
Lloyd Kelly,25.0,eng ENG,LB,25-316,21,5,3,4,1,0,0,5,0,0,,0,,0,0,0,0,0,0,0,0,1,0,True,NewcastleUtd_Southampton_20240817
Dan Burn,33.0,eng ENG,CB,32-100,90,30,9,23,7,1,0,30,0,0,,0,,11,50,23,0,0,0,1,0,10,0,True,NewcastleUtd_Southampton_20240817
Fabian Schär,5.0,ch SUI,CB,32-241,27,13,1,5,5,3,1,13,0,0,,0,,6,17,2,0,0,0,0,0,9,2,True,NewcastleUtd_Southampton_20240817
Valentino Livramento,21.0,eng ENG,RB,21-279,90,34,8,17,10,8,0,34,0,0,,0,,8,42,13,1,0,0,0,1,9,2,True,NewcastleUtd_Southampton_20240817
Nick Pope,22.0,eng ENG,GK,32-120,90,27,24,27,0,0,0,27,0,0,,0,,10,126,93,0,0,0,0,0,4,0,True,NewcastleUtd_Southampton_20240817
Ben Brereton,17.0,cl CHI,FW,25-121,69,32,1,2,13,18,4,32,1,0,0.0,1,100.0,18,140,37,1,3,0,0,1,23,6,False,NewcastleUtd_Southampton_20240817
Cameron Archer,19.0,eng ENG,FW,23-027,21,7,0,0,2,5,3,7,0,0,,0,,4,13,8,1,0,1,1,0,4,2,False,NewcastleUtd_Southampton_20240817
Adam Armstrong,9.0,eng ENG,FW,27-189,90,33,0,1,12,20,6,33,0,0,,0,,26,140,76,4,1,1,1,2,27,4,False,NewcastleUtd_Southampton_20240817
Joe Aribo,7.0,ng NGA,CM,28-027,69,46,4,10,14,23,3,46,1,1,100.0,0,0.0,27,174,107,3,2,1,0,1,31,5,False,NewcastleUtd_Southampton_20240817
Tyler Dibling,33.0,eng ENG,CM,18-158,21,16,0,1,5,10,0,16,0,0,,0,,13,71,47,1,1,0,1,1,14,3,False,NewcastleUtd_Southampton_20240817
Flynn Downes,4.0,eng ENG,"CM,CB",25-210,90,98,3,21,50,27,2,98,0,0,,0,,44,225,125,1,0,0,1,2,78,0,False,NewcastleUtd_Southampton_20240817
William Smallbone,8.0,ie IRL,CM,24-178,90,75,2,8,24,44,9,75,1,1,100.0,0,0.0,31,114,75,1,2,0,2,0,46,8,False,NewcastleUtd_Southampton_20240817
Kyle Walker-Peters,2.0,eng ENG,WB,27-126,80,82,0,11,45,26,2,82,4,2,50.0,2,50.0,59,382,162,5,0,2,0,0,68,7,False,NewcastleUtd_Southampton_20240817
Carlos Alcaraz,22.0,ar ARG,CM,21-261,10,17,0,1,8,9,2,17,2,0,0.0,2,100.0,12,112,98,4,1,0,0,0,12,1,False,NewcastleUtd_Southampton_20240817
Yukinari Sugawara,16.0,jp JPN,WB,24-050,45,40,2,13,13,14,1,40,2,1,50.0,0,0.0,22,103,57,1,1,0,0,0,27,3,False,NewcastleUtd_Southampton_20240817
Samuel Edozie,23.0,eng ENG,WB,21-202,45,30,0,0,1,29,7,30,3,1,33.3,2,66.7,28,252,149,5,1,3,2,0,28,18,False,NewcastleUtd_Southampton_20240817
Jack Stephens,5.0,eng ENG,CB,30-203,90,98,3,25,51,22,2,98,0,0,,0,,64,286,160,1,3,0,1,0,77,0,False,NewcastleUtd_Southampton_20240817
Jan Bednarek,35.0,pl POL,CB,28-127,80,86,11,31,50,5,1,86,0,0,,0,,49,243,175,1,2,0,0,0,66,1,False,NewcastleUtd_Southampton_20240817
Samuel Amo-Ameyaw,27.0,eng ENG,WB,18-030,10,6,0,0,0,6,1,6,0,0,,0,,6,50,25,0,0,1,0,2,6,2,False,NewcastleUtd_Southampton_20240817
Taylor Harwood-Bellis,6.0,eng ENG,CB,22-200,90,100,6,33,55,12,3,100,0,0,,0,,58,294,219,2,2,0,1,0,76,1,False,NewcastleUtd_Southampton_20240817
Alex McCarthy,1.0,eng ENG,GK,34-258,90,22,19,22,0,0,0,22,0,0,,0,,15,58,30,0,0,0,0,0,14,0,False,NewcastleUtd_Southampton_20240817
Dominic Calvert-Lewin,9.0,eng ENG,FW,27-154,75,19,0,0,9,10,3,19,0,0,,0,,12,55,25,1,0,1,3,0,15,4,True,Everton_Brighton_20240817
Beto,14.0,gw GNB,FW,26-199,15,8,0,0,7,1,0,8,1,0,0.0,1,100.0,5,14,8,0,0,0,1,0,6,0,True,Everton_Brighton_20240817
Dwight McNeil,7.0,eng ENG,"LW,RB,RW",24-269,90,37,2,5,21,11,0,37,0,0,,0,,22,83,0,0,0,0,0,1,23,5,True,Everton_Brighton_20240817
Jack Harrison,11.0,eng ENG,RW,27-271,84,36,1,4,10,22,6,36,5,3,60.0,2,40.0,25,137,90,4,0,2,3,1,28,9,True,Everton_Brighton_20240817
Mason Holgate,4.0,jm JAM,"RW,RB",27-300,6,3,0,0,2,1,0,3,0,0,,0,,1,0,0,0,0,0,1,0,1,0,True,Everton_Brighton_20240817
Abdoulaye Doucouré,16.0,ml MLI,AM,31-229,62,21,0,2,12,7,1,21,1,1,100.0,0,0.0,10,73,49,2,0,0,0,1,16,4,True,Everton_Brighton_20240817
Iliman Ndiaye,10.0,sn SEN,"LW,AM",24-164,28,9,0,4,4,2,1,9,1,0,0.0,1,100.0,5,39,19,1,0,0,1,0,4,0,True,Everton_Brighton_20240817
Idrissa Gana Gueye,27.0,sn SEN,DM,34-326,90,45,1,6,31,8,1,45,2,0,0.0,2,100.0,22,107,48,1,0,0,0,2,27,1,True,Everton_Brighton_20240817
Tim Iroegbunam,42.0,eng ENG,DM,21-048,90,47,3,9,24,15,3,47,2,1,50.0,1,50.0,26,139,69,1,2,1,1,5,18,1,True,Everton_Brighton_20240817
Vitaliy Mykolenko,19.0,ua UKR,LB,25-080,90,52,2,17,25,11,1,52,3,0,0.0,3,100.0,23,95,30,1,1,0,1,0,24,2,True,Everton_Brighton_20240817
Michael Keane,5.0,eng ENG,CB,31-219,90,57,8,22,33,2,1,57,0,0,,0,,31,106,24,0,0,0,0,0,41,0,True,Everton_Brighton_20240817
James Tarkowski,6.0,eng ENG,CB,31-272,90,68,8,34,32,3,1,68,1,0,0.0,1,100.0,33,204,50,1,2,0,1,0,43,0,True,Everton_Brighton_20240817
Ashley Young,18.0,eng ENG,RB,39-039,65,46,1,9,25,12,0,46,0,0,,0,,15,66,29,0,1,0,1,0,15,1,True,Everton_Brighton_20240817
Jordan Pickford,1.0,eng ENG,GK,30-163,90,51,26,48,3,0,0,51,0,0,,0,,33,234,151,0,0,0,0,0,30,0,True,Everton_Brighton_20240817
Danny Welbeck,18.0,eng ENG,FW,33-265,90,26,0,4,13,9,3,26,1,1,100.0,0,0.0,17,90,59,2,1,2,0,2,19,0,False,Everton_Brighton_20240817
Kaoru Mitoma,22.0,jp JPN,LW,27-089,88,51,0,10,19,24,7,51,10,4,40.0,6,60.0,29,255,164,5,2,2,3,0,38,8,False,Everton_Brighton_20240817
Yasin Ayari,26.0,se SWE,LW,20-316,2,3,0,0,3,0,0,3,1,0,0.0,1,100.0,3,12,4,0,0,0,0,1,4,2,False,Everton_Brighton_20240817
Yankuba Minteh,17.0,gm GAM,RW,20-026,44,17,2,3,6,9,3,17,1,1,100.0,0,0.0,9,128,77,3,2,3,0,1,9,5,False,Everton_Brighton_20240817
Simon Adingra,24.0,ci CIV,RW,22-229,46,31,0,2,15,15,4,31,1,0,0.0,1,100.0,20,187,84,2,2,2,2,2,22,7,False,Everton_Brighton_20240817
João Pedro,9.0,br BRA,AM,22-326,81,26,1,3,14,9,3,26,1,0,0.0,1,100.0,20,152,90,3,3,1,4,1,22,1,False,Everton_Brighton_20240817
Jeremy Sarmiento,16.0,ec ECU,AM,22-062,9,8,0,0,6,2,0,8,0,0,,0,,6,61,10,0,0,0,1,0,7,2,False,Everton_Brighton_20240817
Mats Wieffer,27.0,nl NED,DM,24-275,90,82,5,25,44,14,0,82,2,0,0.0,2,100.0,49,226,85,0,2,0,0,4,59,0,False,Everton_Brighton_20240817
James Milner,6.0,eng ENG,DM,38-226,81,47,2,8,21,18,2,47,0,0,,0,,19,84,51,1,0,0,0,0,27,4,False,Everton_Brighton_20240817
Billy Gilmour,11.0,sct SCO,DM,23-067,9,12,0,1,9,2,0,12,0,0,,0,,10,23,10,0,0,0,0,0,11,1,False,Everton_Brighton_20240817
Jack Hinshelwood,41.0,eng ENG,LB,19-128,90,81,3,36,32,14,1,81,0,0,,0,,47,157,68,1,1,1,3,0,49,5,False,Everton_Brighton_20240817
Lewis Dunk,5.0,eng ENG,CB,32-270,75,75,14,59,13,3,2,75,0,0,,0,,43,185,97,0,0,0,0,0,46,0,False,Everton_Brighton_20240817
Adam Webster,4.0,eng ENG,CB,29-226,15,34,0,14,18,2,1,34,0,0,,0,,22,157,110,0,0,0,0,0,29,1,False,Everton_Brighton_20240817
Jan Paul van Hecke,29.0,nl NED,CB,24-070,90,94,11,62,32,0,0,94,1,0,0.0,1,100.0,74,421,237,0,0,0,0,0,75,0,False,Everton_Brighton_20240817
Joël Veltman,34.0,nl NED,RB,32-215,90,61,4,21,36,4,0,61,0,0,,0,,37,169,90,1,1,0,2,0,41,2,False,Everton_Brighton_20240817
Jason Steele,23.0,eng ENG,GK,33-365,90,63,60,63,0,0,0,63,0,0,,0,,51,208,73,0,0,0,0,0,46,0,False,Everton_Brighton_20240817
Chris Wood,11.0,nz NZL,FW,32-254,71,32,0,2,19,11,3,32,0,0,,0,,10,33,19,1,1,0,3,0,25,2,True,Nott'hamForest_Bournemouth_20240817
Taiwo Awoniyi,9.0,ng NGA,FW,27-005,19,8,0,1,1,6,2,8,1,1,100.0,0,0.0,4,26,20,0,0,0,0,0,6,1,True,Nott'hamForest_Bournemouth_20240817
Callum Hudson-Odoi,14.0,eng ENG,LW,23-284,71,45,0,2,10,33,3,45,2,0,0.0,2,100.0,23,263,216,6,5,1,0,1,35,8,True,Nott'hamForest_Bournemouth_20240817
Elliot Anderson,8.0,eng ENG,LW,21-285,19,21,3,3,6,12,4,21,1,0,0.0,1,100.0,7,45,10,1,0,0,2,0,12,3,True,Nott'hamForest_Bournemouth_20240817
Anthony Elanga,21.0,se SWE,RW,22-112,53,38,0,7,19,13,1,38,4,2,50.0,0,0.0,21,114,56,1,0,0,0,4,26,1,True,Nott'hamForest_Bournemouth_20240817
Nicolás Domínguez,16.0,ar ARG,RW,26-050,37,32,0,2,15,15,2,32,0,0,,0,,11,20,9,0,1,0,1,0,20,2,True,Nott'hamForest_Bournemouth_20240817
Morgan Gibbs-White,10.0,eng ENG,AM,24-203,90,75,0,5,37,34,4,75,4,1,25.0,2,50.0,44,173,106,2,3,1,2,1,62,8,True,Nott'hamForest_Bournemouth_20240817
Danilo,28.0,br BRA,DM,23-110,14,6,0,2,4,0,0,6,3,1,33.3,2,66.7,4,26,3,0,0,0,1,0,3,0,True,Nott'hamForest_Bournemouth_20240817
Ryan Yates,22.0,eng ENG,DM,26-270,76,53,1,4,27,25,2,53,3,1,33.3,1,33.3,32,271,193,5,5,1,2,1,39,0,True,Nott'hamForest_Bournemouth_20240817
Ibrahim Sangaré,6.0,ci CIV,DM,26-259,90,64,1,14,44,7,2,64,0,0,,0,,16,70,22,0,0,0,0,0,30,1,True,Nott'hamForest_Bournemouth_20240817
Ola Aina,34.0,ng NGA,LB,27-314,53,42,2,11,22,10,0,42,1,0,0.0,1,100.0,13,86,69,2,1,0,0,0,21,0,True,Nott'hamForest_Bournemouth_20240817
Harry Toffolo,15.0,eng ENG,LB,28-364,37,36,3,6,10,20,2,36,0,0,,0,,8,14,7,0,0,0,0,0,16,4,True,Nott'hamForest_Bournemouth_20240817
Murillo,5.0,br BRA,CB,22-044,90,50,20,32,16,2,0,50,1,1,100.0,0,0.0,17,89,48,0,1,0,0,1,17,0,True,Nott'hamForest_Bournemouth_20240817
Willy Boly,30.0,ci CIV,CB,33-196,90,70,16,44,24,2,1,70,0,0,,0,,32,111,33,0,0,0,1,0,39,0,True,Nott'hamForest_Bournemouth_20240817
Neco Williams,7.0,wls WAL,RB,23-126,90,55,3,19,23,16,2,55,3,2,66.7,1,33.3,21,97,46,0,0,0,0,0,23,5,True,Nott'hamForest_Bournemouth_20240817
Matz Sels,26.0,be BEL,GK,32-173,90,50,38,50,0,0,0,50,0,0,,0,,36,156,79,0,0,0,0,0,36,0,True,Nott'hamForest_Bournemouth_20240817
Antoine Semenyo,24.0,gh GHA,"LW,RW,FW",24-223,90,48,1,3,14,32,5,48,3,1,33.3,2,66.7,29,247,61,2,2,1,2,3,37,10,False,Nott'hamForest_Bournemouth_20240817
Luis Sinisterra,17.0,co COL,"FW,LW",25-061,62,26,2,4,8,14,3,26,3,1,33.3,1,33.3,16,85,28,2,0,1,2,1,14,6,False,Nott'hamForest_Bournemouth_20240817
Justin Kluivert,19.0,nl NED,"LW,FW",25-104,28,17,0,1,6,11,3,17,2,1,50.0,1,50.0,13,110,56,2,0,1,0,0,12,6,False,Nott'hamForest_Bournemouth_20240817
Dango Ouattara,11.0,bf BFA,RW,22-188,68,39,2,7,15,17,3,39,3,1,33.3,2,66.7,14,96,48,3,0,0,1,2,21,7,False,Nott'hamForest_Bournemouth_20240817
Daniel Jebbison,21.0,ca CAN,FW,21-004,22,7,1,1,3,3,1,7,0,0,,0,,6,40,19,1,0,1,1,1,8,1,False,Nott'hamForest_Bournemouth_20240817
Marcus Tavernier,16.0,eng ENG,"AM,DM",25-148,90,58,2,8,23,28,4,58,2,0,0.0,2,100.0,28,149,85,2,5,1,0,2,35,9,False,Nott'hamForest_Bournemouth_20240817
Lewis Cook,4.0,eng ENG,DM,27-196,83,54,4,17,25,12,0,54,0,0,,0,,20,100,47,1,0,0,0,1,23,0,False,Nott'hamForest_Bournemouth_20240817
Philip Billing,29.0,dk DEN,AM,28-067,7,4,0,1,2,1,1,4,0,0,,0,,2,4,0,0,0,0,0,2,3,1,False,Nott'hamForest_Bournemouth_20240817
Alex Scott,14.0,eng ENG,DM,20-362,62,41,3,10,23,9,0,41,2,0,0.0,1,50.0,20,99,31,0,0,0,1,2,21,3,False,Nott'hamForest_Bournemouth_20240817
Ryan Christie,10.0,sct SCO,DM,29-177,28,32,2,7,20,6,1,32,2,1,50.0,1,50.0,18,105,39,1,2,0,1,0,17,2,False,Nott'hamForest_Bournemouth_20240817
Milos Kerkez,3.0,hu HUN,LB,20-284,90,62,1,14,35,14,1,62,0,0,,0,,33,211,145,4,2,0,0,0,40,2,False,Nott'hamForest_Bournemouth_20240817
