Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,home,game_id
Mikkel Damsgaard,24.0,dk DEN,AM,24-302,83,40,1,10,22,8,0,40,1,1,100.0,0,0.0,19,119,64,1,0,0,0,1,25,2,False,Nott'hamForest_Brentford_20250501
Yunus Emre Konak,26.0,tr TUR,AM,19-111,7,5,0,1,4,0,0,5,0,0,,0,,2,6,1,0,0,0,0,0,2,1,False,Nott'hamForest_Brentford_20250501
Yehor Yarmoliuk,18.0,ua UKR,DM,21-061,90,45,6,14,28,3,1,45,1,1,100.0,0,0.0,21,154,103,2,1,1,1,0,28,1,False,Nott'hamForest_Brentford_20250501
Christian Nørgaard,6.0,dk DEN,DM,31-052,90,46,5,13,28,5,1,46,0,0,,0,,16,29,16,0,0,0,3,0,24,0,False,Nott'hamForest_Brentford_20250501
Keane Lewis-Potter,23.0,eng ENG,LB,24-068,45,16,1,6,8,3,0,16,1,1,100.0,0,0.0,9,36,18,0,1,0,0,1,10,0,False,Nott'hamForest_Brentford_20250501
Rico Henry,3.0,eng ENG,LB,27-297,45,16,1,5,11,0,0,16,0,0,,0,,6,24,1,0,0,0,1,1,8,0,False,Nott'hamForest_Brentford_20250501
Sepp van den Berg,4.0,nl NED,CB,23-132,90,48,3,26,21,1,1,48,0,0,,0,,27,165,118,1,0,1,0,1,33,0,False,Nott'hamForest_Brentford_20250501
Nathan Collins,22.0,ie IRL,CB,24-001,90,63,14,29,31,3,2,63,0,0,,0,,22,178,141,3,1,0,1,0,26,0,False,Nott'hamForest_Brentford_20250501
Michael Kayode,33.0,it ITA,RB,20-295,83,37,4,14,12,11,3,37,1,1,100.0,0,0.0,15,75,31,1,0,0,1,0,12,1,False,Nott'hamForest_Brentford_20250501
Kristoffer Ajer,20.0,no NOR,RB,27-014,7,3,1,2,1,0,0,3,0,0,,0,,3,17,7,0,0,0,0,0,2,0,False,Nott'hamForest_Brentford_20250501
Mark Flekken,1.0,nl NED,GK,31-322,90,46,44,46,0,0,0,46,0,0,,0,,26,158,116,0,0,0,0,0,17,0,False,Nott'hamForest_Brentford_20250501
Kevin De Bruyne,17.0,be BEL,FW,33-308,83,57,0,3,17,37,5,57,2,0,0.0,2,100.0,34,95,35,0,2,0,0,1,45,5,True,ManchesterCity_Wolves_20250502
Phil Foden,47.0,eng ENG,FW,24-339,7,2,0,0,1,1,0,2,0,0,,0,,1,5,2,0,0,0,0,0,2,0,True,ManchesterCity_Wolves_20250502
Jeremy Doku,11.0,be BEL,LW,22-340,90,66,0,0,15,51,13,66,10,4,40.0,5,50.0,53,493,289,13,5,10,1,5,57,24,True,ManchesterCity_Wolves_20250502
Omar Marmoush,7.0,eg EGY,RW,26-084,82,27,1,2,7,18,4,27,4,2,50.0,1,25.0,13,71,30,1,1,0,3,2,13,5,True,ManchesterCity_Wolves_20250502
Rico Lewis,82.0,eng ENG,"AM,RW",20-162,8,5,0,0,5,1,0,5,0,0,,0,,1,3,2,0,0,0,0,0,3,0,True,ManchesterCity_Wolves_20250502
İlkay Gündoğan,19.0,de GER,AM,34-190,83,41,0,2,23,16,4,41,0,0,,0,,19,110,78,2,0,0,2,1,36,5,True,ManchesterCity_Wolves_20250502
James Mcatee,87.0,eng ENG,RW,22-196,7,6,0,1,2,3,1,6,0,0,,0,,1,4,2,0,0,0,0,0,4,1,True,ManchesterCity_Wolves_20250502
Mateo Kovačić,8.0,hr CRO,DM,30-361,89,100,3,13,63,24,0,100,1,0,0.0,0,0.0,73,328,141,1,2,0,3,0,84,0,True,ManchesterCity_Wolves_20250502
Nicolás González,14.0,es ESP,DM,23-119,1,2,1,1,1,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0,True,ManchesterCity_Wolves_20250502
Bernardo Silva,20.0,pt POR,DM,30-265,90,111,6,20,64,28,4,111,4,2,50.0,2,50.0,69,390,149,2,1,1,0,1,85,4,True,ManchesterCity_Wolves_20250502
Nico O’Reilly,75.0,eng ENG,LB,20-042,57,47,2,12,20,15,3,47,2,0,0.0,2,100.0,22,72,32,1,2,0,4,4,31,2,True,ManchesterCity_Wolves_20250502
Manuel Akanji,25.0,ch SUI,CB,29-287,33,37,3,15,21,1,0,37,0,0,,0,,27,178,76,0,0,0,0,0,27,0,True,ManchesterCity_Wolves_20250502
Joško Gvardiol,24.0,hr CRO,"CB,LB",23-099,90,95,1,22,62,11,0,95,0,0,,0,,60,334,210,3,1,0,1,0,70,2,True,ManchesterCity_Wolves_20250502
Rúben Dias,3.0,pt POR,CB,27-353,90,97,7,38,56,4,0,97,0,0,,0,,68,383,198,1,1,0,1,0,77,0,True,ManchesterCity_Wolves_20250502
Matheus Nunes,27.0,pt POR,RB,26-248,90,101,4,14,52,38,1,101,3,1,33.3,0,0.0,62,259,140,3,5,0,2,2,74,5,True,ManchesterCity_Wolves_20250502
Ederson,31.0,br BRA,GK,31-258,90,42,32,42,0,0,0,42,0,0,,0,,27,106,61,0,0,0,0,0,31,0,True,ManchesterCity_Wolves_20250502
Matheus Cunha,10.0,br BRA,"FW,AM",25-340,84,32,0,2,14,16,4,32,4,1,25.0,2,50.0,19,84,46,1,0,1,2,1,18,3,False,ManchesterCity_Wolves_20250502
Hwang Hee-chan,11.0,kr KOR,AM,29-096,6,2,0,0,1,1,1,2,1,0,0.0,1,100.0,1,1,0,0,0,0,1,0,2,1,False,ManchesterCity_Wolves_20250502
Jean-Ricner Bellegarde,27.0,ht HAI,AM,26-309,65,32,1,13,11,9,4,32,2,1,50.0,0,0.0,18,131,65,2,1,1,2,2,19,2,False,ManchesterCity_Wolves_20250502
Rodrigo Gomes,19.0,pt POR,WB,21-299,25,11,1,4,3,4,0,11,0,0,,0,,5,20,10,0,1,0,2,0,6,1,False,ManchesterCity_Wolves_20250502
Marshall Munetsi,5.0,zw ZIM,"AM,CM",28-314,90,28,2,9,11,9,0,28,3,1,33.3,2,66.7,13,71,36,2,0,0,2,1,12,2,False,ManchesterCity_Wolves_20250502
André,7.0,br BRA,CM,23-290,79,49,3,15,34,1,0,49,1,0,0.0,1,100.0,27,91,54,0,0,0,0,0,32,0,False,ManchesterCity_Wolves_20250502
Gonçalo Guedes,29.0,pt POR,FW,28-154,11,8,0,1,4,3,0,8,0,0,,0,,6,17,8,0,1,0,0,0,7,2,False,ManchesterCity_Wolves_20250502
João Gomes,8.0,br BRA,CM,24-079,90,54,4,24,27,3,1,54,1,0,0.0,1,100.0,22,148,15,0,0,0,2,0,30,2,False,ManchesterCity_Wolves_20250502
Rayan Aït-Nouri,3.0,dz ALG,WB,23-330,90,46,1,16,17,13,2,46,4,2,50.0,2,50.0,26,133,88,5,1,1,3,3,26,2,False,ManchesterCity_Wolves_20250502
Nélson Semedo,22.0,pt POR,"WB,CB",31-167,85,29,3,13,12,4,1,29,2,1,50.0,1,50.0,10,34,11,0,0,0,3,0,9,2,False,ManchesterCity_Wolves_20250502
Santiago Bueno,4.0,uy URU,CB,26-174,5,15,1,10,5,0,0,15,0,0,,0,,8,5,1,0,0,0,0,0,10,0,False,ManchesterCity_Wolves_20250502
Toti Gomes,24.0,pt POR,CB,26-106,90,59,9,37,21,3,0,59,2,2,100.0,0,0.0,35,104,51,0,0,0,0,0,39,2,False,ManchesterCity_Wolves_20250502
Emmanuel Agbadou,12.0,ci CIV,CB,27-319,90,80,18,54,26,0,0,80,0,0,,0,,64,299,145,0,0,0,0,0,66,0,False,ManchesterCity_Wolves_20250502
Matt Doherty,2.0,ie IRL,CB,33-106,64,39,8,24,15,0,0,39,0,0,,0,,24,40,16,0,0,0,0,0,26,1,False,ManchesterCity_Wolves_20250502
Pablo Sarabia,21.0,es ESP,AM,32-356,26,21,0,1,12,8,0,21,1,0,0.0,1,100.0,13,47,33,0,1,0,0,1,14,1,False,ManchesterCity_Wolves_20250502
José Sá,1.0,pt POR,GK,32-105,90,41,35,41,0,0,0,41,0,0,,0,,28,157,122,0,0,0,0,0,24,0,False,ManchesterCity_Wolves_20250502
Ollie Watkins,11.0,eng ENG,FW,29-124,70,16,1,2,6,8,2,16,0,0,,0,,12,74,30,2,0,1,2,2,16,5,True,AstonVilla_Fulham_20250503
Donyell Malen,17.0,nl NED,FW,26-114,20,10,0,1,3,6,5,10,0,0,,0,,8,65,61,2,1,2,0,0,8,2,True,AstonVilla_Fulham_20250503
Morgan Rogers,27.0,eng ENG,"RW,LW,RM",22-281,90,40,0,3,22,16,2,40,8,5,62.5,2,25.0,26,194,128,6,2,1,2,1,31,6,True,AstonVilla_Fulham_20250503
John McGinn,7.0,sct SCO,"RW,LW",30-197,60,34,1,4,18,12,0,34,1,1,100.0,0,0.0,17,115,52,1,0,0,0,0,23,2,True,AstonVilla_Fulham_20250503
Amadou Onana,24.0,be BEL,"DM,CM",23-260,30,22,2,6,16,1,1,22,0,0,,0,,9,73,56,1,0,0,0,0,16,1,True,AstonVilla_Fulham_20250503
Marco Asensio,21.0,es ESP,AM,29-102,59,20,0,1,11,8,2,20,1,0,0.0,0,0.0,12,108,36,1,0,1,1,1,17,3,True,AstonVilla_Fulham_20250503
Jacob Ramsey,41.0,eng ENG,"LW,LM",23-340,31,14,0,2,7,6,1,14,0,0,,0,,8,48,33,0,0,0,0,0,10,2,True,AstonVilla_Fulham_20250503
Youri Tielemans,8.0,be BEL,"DM,FW,AM",27-361,82,65,3,12,33,20,1,65,3,1,33.3,0,0.0,33,161,75,2,0,0,0,1,44,4,True,AstonVilla_Fulham_20250503
Ross Barkley,6.0,eng ENG,AM,31-149,8,8,0,1,5,2,0,8,1,0,0.0,1,100.0,4,33,14,1,1,0,1,0,6,1,True,AstonVilla_Fulham_20250503
Boubacar Kamara,44.0,fr FRA,"DM,CM",25-161,90,80,4,20,52,9,0,80,2,0,0.0,1,50.0,50,176,39,0,0,0,1,4,63,2,True,AstonVilla_Fulham_20250503
Ian Maatsen,22.0,nl NED,LB,23-054,70,41,5,16,16,11,1,41,3,1,33.3,2,66.7,25,138,63,1,0,0,2,1,23,7,True,AstonVilla_Fulham_20250503
Lucas Digne,12.0,fr FRA,LB,31-287,20,12,3,10,0,2,0,12,0,0,,0,,3,11,9,0,0,0,0,1,4,0,True,AstonVilla_Fulham_20250503
Pau Torres,14.0,es ESP,CB,28-107,90,56,9,28,27,1,1,56,0,0,,0,,36,171,93,0,0,0,1,1,40,0,True,AstonVilla_Fulham_20250503
Ezri Konsa,4.0,eng ENG,CB,27-192,90,63,11,31,32,1,0,63,1,1,100.0,0,0.0,35,172,96,1,1,0,1,1,46,0,True,AstonVilla_Fulham_20250503
Matty Cash,2.0,pl POL,RB,27-269,90,49,3,15,19,15,0,49,4,0,0.0,2,50.0,28,98,42,2,1,0,0,3,28,5,True,AstonVilla_Fulham_20250503
Emiliano Martínez,23.0,ar ARG,GK,32-243,90,41,25,37,4,0,0,41,0,0,,0,,26,86,40,0,0,0,0,0,20,0,True,AstonVilla_Fulham_20250503
Raúl Jiménez,7.0,mx MEX,FW,33-363,90,35,0,1,19,17,6,35,2,1,50.0,1,50.0,13,58,18,0,1,0,3,1,25,2,False,AstonVilla_Fulham_20250503
Alex Iwobi,17.0,ng NGA,"LW,AM",29-000,75,31,0,3,13,16,2,31,1,1,100.0,0,0.0,18,119,74,3,3,0,1,0,24,3,False,AstonVilla_Fulham_20250503
Willian,22.0,br BRA,LW,36-267,15,12,0,1,6,5,0,12,0,0,,0,,9,45,18,1,1,0,0,0,12,2,False,AstonVilla_Fulham_20250503
Ryan Sessegnon,30.0,eng ENG,RW,24-350,56,30,0,7,4,19,3,30,3,0,0.0,3,100.0,13,93,42,2,3,1,1,0,15,4,False,AstonVilla_Fulham_20250503
Emile Smith Rowe,32.0,eng ENG,"AM,LW",24-279,34,16,0,2,9,5,0,16,0,0,,0,,13,54,6,0,0,0,3,0,14,2,False,AstonVilla_Fulham_20250503
Harry Wilson,8.0,wls WAL,"AM,RW",28-042,66,30,2,4,10,16,3,30,0,0,,0,,12,78,36,1,0,0,1,0,16,4,False,AstonVilla_Fulham_20250503
Adama Traoré,11.0,es ESP,RW,29-098,24,12,0,1,2,9,2,12,5,3,60.0,2,40.0,7,83,36,2,0,0,2,2,8,2,False,AstonVilla_Fulham_20250503
Saša Lukić,20.0,rs SRB,DM,28-263,90,54,1,13,31,10,3,54,0,0,,0,,26,137,70,0,2,0,2,1,36,0,False,AstonVilla_Fulham_20250503
Sander Berge,16.0,no NOR,DM,27-078,75,36,1,9,17,10,0,36,0,0,,0,,20,123,62,0,0,0,1,0,27,0,False,AstonVilla_Fulham_20250503
Harrison Reed,6.0,eng ENG,DM,30-096,15,1,0,0,0,1,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,False,AstonVilla_Fulham_20250503
Antonee Robinson,33.0,us USA,LB,27-268,90,65,7,24,18,24,2,65,3,1,33.3,2,66.7,26,177,120,4,1,0,1,0,38,8,False,AstonVilla_Fulham_20250503
Calvin Bassey,3.0,ng NGA,CB,25-123,90,72,14,28,40,4,1,72,2,1,50.0,0,0.0,44,283,196,1,1,0,0,0,61,2,False,AstonVilla_Fulham_20250503
Joachim Andersen,5.0,dk DEN,CB,28-337,90,66,8,24,38,4,1,66,0,0,,0,,32,214,127,0,2,0,1,0,48,0,False,AstonVilla_Fulham_20250503
Kenny Tete,2.0,nl NED,RB,29-206,66,36,1,12,15,9,0,36,0,0,,0,,14,30,19,0,0,0,0,0,21,2,False,AstonVilla_Fulham_20250503
Timothy Castagne,21.0,be BEL,RB,29-149,24,15,1,5,4,6,0,15,0,0,,0,,5,19,1,0,0,0,0,0,8,0,False,AstonVilla_Fulham_20250503
Bernd Leno,1.0,de GER,GK,33-060,90,36,31,36,0,0,0,36,0,0,,0,,13,52,42,0,0,0,0,0,18,0,False,AstonVilla_Fulham_20250503
Jamie Vardy,9.0,eng ENG,FW,38-112,83,14,1,3,3,8,4,14,0,0,,0,,7,34,16,0,0,0,1,0,6,2,True,LeicesterCity_Southampton_20250503
Patson Daka,20.0,zm ZAM,FW,26-206,7,5,1,3,1,2,1,5,0,0,,0,,2,36,29,1,1,1,1,0,2,1,True,LeicesterCity_Southampton_20250503
Bilal El Khannouss,11.0,ma MAR,LW,20-358,83,46,1,3,18,25,6,46,7,3,42.9,3,42.9,30,286,161,10,4,3,1,2,35,6,True,LeicesterCity_Southampton_20250503
Boubakary Soumaré,24.0,fr FRA,DM,26-065,7,6,2,4,2,0,0,6,0,0,,0,,1,2,0,0,0,0,0,0,4,0,True,LeicesterCity_Southampton_20250503
Kasey McAteer,35.0,ie IRL,RW,23-162,83,31,1,5,12,14,2,31,0,0,,0,,17,119,40,2,0,1,3,3,19,4,True,LeicesterCity_Southampton_20250503
Jordan Ayew,18.0,gh GHA,AM,33-234,69,31,0,1,15,15,0,31,3,1,33.3,2,66.7,15,90,20,0,1,0,1,2,20,2,True,LeicesterCity_Southampton_20250503
Oliver Skipp,22.0,eng ENG,"DM,AM",24-229,89,54,1,10,34,10,0,54,0,0,,0,,26,112,53,1,0,0,0,0,40,1,True,LeicesterCity_Southampton_20250503
Michael Golding,34.0,eng ENG,AM,18-345,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,True,LeicesterCity_Southampton_20250503
Wilfred Ndidi,6.0,ng NGA,DM,28-138,90,72,1,20,46,8,2,72,0,0,,0,,43,156,58,1,1,0,0,0,52,1,True,LeicesterCity_Southampton_20250503
Luke Thomas,33.0,eng ENG,LB,23-327,90,55,1,13,26,16,2,55,0,0,,0,,31,158,51,0,1,1,0,1,38,4,True,LeicesterCity_Southampton_20250503
Wout Faes,3.0,be BEL,CB,27-030,90,82,7,43,39,0,0,82,0,0,,0,,58,216,101,0,0,0,0,0,69,0,True,LeicesterCity_Southampton_20250503
Conor Coady,4.0,eng ENG,CB,32-067,90,78,13,48,29,1,0,78,0,0,,0,,40,247,153,1,1,0,0,0,59,0,True,LeicesterCity_Southampton_20250503
James Justin,2.0,eng ENG,RB,27-069,90,61,3,22,36,3,0,61,1,0,0.0,0,0.0,27,173,113,2,0,0,0,0,38,0,True,LeicesterCity_Southampton_20250503
Jakub Stolarczyk,41.0,pl POL,GK,24-135,90,36,29,36,0,0,0,36,0,0,,0,,27,94,34,0,0,0,0,0,27,0,True,LeicesterCity_Southampton_20250503
Ross Stewart,11.0,sct SCO,FW,28-296,45,6,0,0,1,5,1,6,0,0,,0,,3,6,2,0,0,0,0,0,5,0,False,LeicesterCity_Southampton_20250503
Paul Onuachu,32.0,ng NGA,FW,30-340,45,18,2,2,8,8,6,18,0,0,,0,,10,29,6,0,0,0,3,0,13,1,False,LeicesterCity_Southampton_20250503
Kamaldeen Sulemana,20.0,gh GHA,"AM,LW",23-077,56,26,0,1,12,13,2,26,1,0,0.0,1,100.0,18,121,40,1,0,0,0,0,20,4,False,LeicesterCity_Southampton_20250503
Jay Robinson,46.0,eng ENG,"LW,LM",18-049,34,11,2,3,4,4,1,11,3,1,33.3,2,66.7,8,47,17,0,0,0,0,0,8,2,False,LeicesterCity_Southampton_20250503
Mateus Fernandes,18.0,pt POR,AM,20-297,56,42,2,9,26,8,1,42,3,2,66.7,1,33.3,22,112,55,1,1,0,2,0,24,3,False,LeicesterCity_Southampton_20250503
William Smallbone,8.0,ie IRL,"AM,CM",25-071,34,23,0,2,12,9,0,23,1,0,0.0,1,100.0,13,67,35,0,1,0,2,0,15,2,False,LeicesterCity_Southampton_20250503
Lesley Ugochukwu,26.0,fr FRA,"CM,DM",21-038,78,45,1,8,32,5,1,45,0,0,,0,,28,140,73,2,1,0,0,3,32,0,False,LeicesterCity_Southampton_20250503
Cameron Archer,19.0,eng ENG,FW,23-286,12,2,0,0,0,2,1,2,1,0,0.0,1,100.0,3,5,0,0,0,0,1,1,3,2,False,LeicesterCity_Southampton_20250503
Flynn Downes,4.0,eng ENG,"CM,DM",26-103,90,48,1,8,27,13,1,48,1,0,0.0,0,0.0,27,173,59,1,0,0,1,0,35,0,False,LeicesterCity_Southampton_20250503
Ryan Manning,3.0,ie IRL,"LB,WB",28-323,90,81,3,21,36,25,1,81,3,0,0.0,2,66.7,36,182,90,1,0,0,0,0,44,4,False,LeicesterCity_Southampton_20250503
Kyle Walker-Peters,2.0,eng ENG,"RB,WB",28-020,90,52,2,12,30,11,1,52,2,1,50.0,0,0.0,43,206,109,2,3,1,0,1,42,5,False,LeicesterCity_Southampton_20250503
Jack Stephens,5.0,eng ENG,CB,31-096,45,41,3,16,24,1,0,41,0,0,,0,,32,187,82,0,1,0,1,0,35,0,False,LeicesterCity_Southampton_20250503
Tyler Dibling,33.0,eng ENG,"RW,RM",19-052,45,16,1,4,3,9,1,16,1,0,0.0,0,0.0,13,66,33,1,2,0,0,0,13,3,False,LeicesterCity_Southampton_20250503
Jan Bednarek,35.0,pl POL,CB,29-021,90,58,6,32,25,1,0,58,0,0,,0,,39,224,85,1,0,0,0,0,45,0,False,LeicesterCity_Southampton_20250503
Taylor Harwood-Bellis,6.0,eng ENG,CB,23-093,90,81,7,35,41,6,2,81,0,0,,0,,58,317,147,1,0,0,0,0,64,0,False,LeicesterCity_Southampton_20250503
Aaron Ramsdale,30.0,eng ENG,GK,26-354,90,35,25,34,1,0,0,35,0,0,,0,,22,109,67,0,0,0,1,0,18,0,False,LeicesterCity_Southampton_20250503
Beto,14.0,gw GNB,FW,27-092,76,26,1,2,6,19,7,26,0,0,,0,,11,12,3,0,0,0,6,1,18,4,True,Everton_IpswichTown_20250503
Dominic Calvert-Lewin,9.0,eng ENG,FW,28-048,14,8,1,1,4,3,1,8,0,0,,0,,4,2,0,0,0,0,2,1,5,2,True,Everton_IpswichTown_20250503
Carlos Alcaraz,24.0,ar ARG,"LW,AM",22-154,89,47,0,4,28,18,1,47,2,0,0.0,1,50.0,35,189,74,1,2,0,0,1,37,7,True,Everton_IpswichTown_20250503
Youssef Chermiti,17.0,pt POR,AM,20-344,1,2,0,0,1,1,0,2,0,0,,0,,1,2,1,0,0,0,0,0,2,1,True,Everton_IpswichTown_20250503
Dwight McNeil,7.0,eng ENG,RW,25-162,77,43,1,2,18,24,2,43,2,0,0.0,2,100.0,32,135,71,3,1,1,2,1,33,6,True,Everton_IpswichTown_20250503
Jack Harrison,11.0,eng ENG,RW,28-164,13,9,0,0,1,8,0,9,1,1,100.0,0,0.0,6,72,52,2,2,0,0,0,6,0,True,Everton_IpswichTown_20250503
Iliman Ndiaye,10.0,sn SEN,"AM,LW",25-058,90,44,2,5,14,25,3,44,3,2,66.7,1,33.3,23,154,52,2,1,1,1,5,30,9,True,Everton_IpswichTown_20250503
James Garner,37.0,eng ENG,DM,24-051,90,85,4,9,57,19,0,85,0,0,,0,,63,257,106,2,2,0,1,0,65,0,True,Everton_IpswichTown_20250503
Idrissa Gana Gueye,27.0,sn SEN,DM,35-219,89,69,1,3,52,14,1,69,0,0,,0,,49,185,110,2,2,0,2,0,48,1,True,Everton_IpswichTown_20250503
Tim Iroegbunam,42.0,eng ENG,DM,21-307,1,5,0,2,2,1,0,5,0,0,,0,,1,0,0,0,0,0,0,0,0,0,True,Everton_IpswichTown_20250503
Vitaliy Mykolenko,19.0,ua UKR,LB,25-339,90,52,3,9,15,28,4,52,0,0,,0,,28,64,16,0,1,0,1,0,30,7,True,Everton_IpswichTown_20250503
Jarrad Branthwaite,32.0,eng ENG,CB,22-310,90,68,2,22,41,5,1,68,0,0,,0,,51,202,110,0,0,0,0,0,52,0,True,Everton_IpswichTown_20250503
Jake O'Brien,15.0,ie IRL,CB,23-353,90,60,8,19,39,2,0,60,0,0,,0,,41,179,95,0,0,0,0,0,42,0,True,Everton_IpswichTown_20250503
Nathan Patterson,2.0,sct SCO,RB,23-199,81,56,0,6,27,23,1,56,4,2,50.0,2,50.0,35,123,76,1,3,0,0,0,36,8,True,Everton_IpswichTown_20250503
Ashley Young,18.0,eng ENG,RB,39-298,9,9,1,2,4,3,0,9,1,0,0.0,0,0.0,6,17,4,0,0,0,0,0,7,1,True,Everton_IpswichTown_20250503
Jordan Pickford,1.0,eng ENG,GK,31-057,90,43,20,43,0,0,0,43,0,0,,0,,34,222,147,0,0,0,0,0,32,0,True,Everton_IpswichTown_20250503
Liam Delap,19.0,eng ENG,FW,22-084,67,12,0,0,7,6,2,12,2,1,50.0,1,50.0,12,93,59,1,1,1,3,3,12,1,False,Everton_IpswichTown_20250503
George Hirst,27.0,sct SCO,FW,26-077,23,6,1,1,0,5,2,6,0,0,,0,,1,3,1,0,0,0,0,0,4,2,False,Everton_IpswichTown_20250503
Julio Enciso,9.0,py PAR,"LW,AM",21-100,89,33,1,6,15,14,4,33,7,2,28.6,3,42.9,17,185,61,3,4,2,2,3,20,3,False,Everton_IpswichTown_20250503
Axel Tuanzebe,40.0,cd COD,RB,27-170,1,4,0,0,1,3,0,4,0,0,,0,,1,3,3,0,0,0,0,0,3,0,False,Everton_IpswichTown_20250503
Omari Hutchinson,20.0,eng ENG,"RW,RM",21-185,90,39,2,10,14,17,2,39,3,1,33.3,2,66.7,26,259,145,3,0,1,4,1,24,4,False,Everton_IpswichTown_20250503
Conor Chaplin,10.0,eng ENG,AM,28-076,67,21,0,8,12,1,0,21,1,1,100.0,0,0.0,8,59,23,1,0,0,0,0,17,0,False,Everton_IpswichTown_20250503
Jack Clarke,47.0,eng ENG,"LW,LM",24-161,23,10,0,1,3,6,0,10,4,1,25.0,2,50.0,8,97,49,2,0,0,0,2,6,0,False,Everton_IpswichTown_20250503
Jack Taylor,14.0,ie IRL,DM,26-314,81,44,1,17,25,2,0,44,0,0,,0,,21,165,62,0,1,0,1,0,29,3,False,Everton_IpswichTown_20250503
Jens Cajuste,12.0,se SWE,"DM,CM",25-266,9,7,0,2,2,3,0,7,1,1,100.0,0,0.0,1,8,7,0,0,0,0,0,1,0,False,Everton_IpswichTown_20250503
Sam Morsy,5.0,eg EGY,DM,33-235,67,30,3,8,21,1,0,30,1,0,0.0,1,100.0,11,113,68,2,0,0,0,0,17,0,False,Everton_IpswichTown_20250503
Kalvin Phillips,8.0,eng ENG,"DM,CM",29-152,23,17,1,3,10,4,1,17,0,0,,0,,8,42,28,0,0,0,1,0,11,0,False,Everton_IpswichTown_20250503
Jacob Greaves,24.0,eng ENG,LB,24-233,90,61,9,30,27,4,2,61,0,0,,0,,14,79,44,1,0,0,1,0,35,1,False,Everton_IpswichTown_20250503
Cameron Burgess,15.0,au AUS,CB,29-194,90,70,17,52,16,3,2,70,0,0,,0,,25,107,55,0,0,0,1,0,47,0,False,Everton_IpswichTown_20250503
Luke Woolfenden,6.0,eng ENG,CB,26-194,90,56,8,42,14,0,0,56,0,0,,0,,27,147,84,0,0,0,0,0,43,0,False,Everton_IpswichTown_20250503
Dara O'Shea,26.0,ie IRL,"RB,CB",26-060,90,44,2,19,20,5,1,44,0,0,,0,,10,48,38,0,0,0,0,0,30,1,False,Everton_IpswichTown_20250503
Alex Palmer,31.0,eng ENG,GK,28-266,90,41,33,40,1,0,0,41,0,0,,0,,23,114,66,0,0,0,0,0,20,0,False,Everton_IpswichTown_20250503
Leandro Trossard,19.0,be BEL,FW,30-150,90,31,0,3,11,18,6,31,2,1,50.0,1,50.0,23,120,63,4,2,2,4,1,21,5,True,Arsenal_Bournemouth_20250503
Gabriel Martinelli,11.0,br BRA,LW,23-319,85,29,0,4,11,15,6,29,3,2,66.7,1,33.3,21,152,87,6,1,4,1,0,23,8,True,Arsenal_Bournemouth_20250503
Raheem Sterling,30.0,eng ENG,LW,30-146,5,6,0,0,1,5,2,6,2,0,0.0,1,50.0,6,20,9,0,0,0,0,0,5,2,True,Arsenal_Bournemouth_20250503
Bukayo Saka,7.0,eng ENG,RW,23-240,85,35,0,6,12,18,7,35,1,0,0.0,1,100.0,23,141,68,3,1,2,1,1,25,11,True,Arsenal_Bournemouth_20250503
Ethan Nwaneri,53.0,eng ENG,RW,18-043,5,5,0,0,1,4,1,5,0,0,,0,,4,17,10,0,2,0,1,0,4,1,True,Arsenal_Bournemouth_20250503
Declan Rice,41.0,eng ENG,LM,26-109,73,33,0,8,17,10,3,33,2,2,100.0,0,0.0,17,92,49,1,0,0,0,0,22,4,True,Arsenal_Bournemouth_20250503
Mikel Merino,23.0,es ESP,LM,28-315,17,15,0,3,3,9,0,15,2,1,50.0,1,50.0,8,19,7,0,0,0,1,0,10,2,True,Arsenal_Bournemouth_20250503
Thomas Partey,5.0,gh GHA,"CM,RB",31-324,90,61,2,17,37,8,1,61,3,2,66.7,1,33.3,38,242,144,1,1,0,2,2,43,2,True,Arsenal_Bournemouth_20250503
Martin Ødegaard,8.0,no NOR,RM,26-137,90,56,1,10,30,16,1,56,1,1,100.0,0,0.0,40,295,147,3,2,0,5,0,42,2,True,Arsenal_Bournemouth_20250503
Myles Lewis-Skelly,49.0,eng ENG,"LB,CM",18-219,90,70,2,14,40,17,0,70,0,0,,0,,41,196,141,3,2,0,2,0,47,1,True,Arsenal_Bournemouth_20250503
Jakub Kiwior,15.0,pl POL,CB,25-077,90,46,7,20,23,3,0,46,0,0,,0,,24,101,40,0,1,0,0,0,36,0,True,Arsenal_Bournemouth_20250503
William Saliba,2.0,fr FRA,CB,24-040,90,60,5,36,24,0,0,60,1,0,0.0,1,100.0,33,150,76,0,0,0,1,0,43,0,True,Arsenal_Bournemouth_20250503
Ben White,4.0,eng ENG,RB,27-207,85,48,2,16,26,6,1,48,1,0,0.0,1,100.0,13,96,63,1,1,0,0,0,16,1,True,Arsenal_Bournemouth_20250503
