Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,home,game_id
George Hirst,27.0,sct SCO,FW,25-247,12,2,3,66.7,26,4,0,0.0,0.0,0,0,0,0,1,True,IpswichTown_Everton_20241019
Jack Clarke,47.0,eng ENG,LW,23-331,70,15,20,75.0,185,42,0,0.0,0.0,0,0,0,0,1,True,IpswichTown_Everton_20241019
Sammie Szmodics,23.0,ie IRL,LW,29-025,20,9,9,100.0,174,52,0,0.1,0.1,2,0,1,1,0,True,IpswichTown_Everton_20241019
Wes Burns,7.0,wls WAL,RW,29-331,62,12,17,70.6,180,9,0,0.3,0.1,1,0,0,0,0,True,IpswichTown_Everton_20241019
Conor Chaplin,10.0,eng ENG,"AM,RW",27-246,28,8,11,72.7,111,15,0,0.0,0.0,0,1,0,0,2,True,IpswichTown_Everton_20241019
Omari Hutchinson,20.0,eng ENG,"AM,RW",20-355,90,28,40,70.0,443,102,0,0.3,0.1,3,1,1,1,3,True,IpswichTown_Everton_20241019
Kalvin Phillips,8.0,eng ENG,DM,28-322,70,37,42,88.1,705,141,0,0.1,0.1,1,5,2,1,5,True,IpswichTown_Everton_20241019
Jack Taylor,14.0,ie IRL,DM,26-118,20,13,15,86.7,263,102,0,0.0,0.1,0,3,1,0,5,True,IpswichTown_Everton_20241019
Sam Morsy,5.0,eg EGY,DM,33-039,90,70,73,95.9,1214,341,0,0.0,0.0,1,3,2,0,11,True,IpswichTown_Everton_20241019
Leif Davis,3.0,eng ENG,LB,24-281,90,39,54,72.2,684,184,0,0.3,0.2,3,2,0,0,3,True,IpswichTown_Everton_20241019
Cameron Burgess,15.0,au AUS,CB,28-364,90,67,84,79.8,1068,464,0,0.0,0.0,0,4,0,0,6,True,IpswichTown_Everton_20241019
Luke Woolfenden,6.0,eng ENG,CB,25-364,90,62,68,91.2,979,375,0,0.0,0.0,0,4,0,0,3,True,IpswichTown_Everton_20241019
Dara O'Shea,26.0,ie IRL,RB,25-229,62,37,43,86.0,684,273,0,0.0,0.0,0,4,0,0,5,True,IpswichTown_Everton_20241019
Harry Clarke,2.0,eng ENG,RB,23-231,28,23,26,88.5,438,177,0,0.0,0.0,0,4,0,0,2,True,IpswichTown_Everton_20241019
Arijanet Muric,1.0,xk KVX,GK,25-347,90,18,22,81.8,361,230,0,0.0,0.0,0,0,0,0,0,True,IpswichTown_Everton_20241019
Dominic Calvert-Lewin,9.0,eng ENG,FW,27-217,90,7,12,58.3,76,9,0,0.0,0.0,0,1,0,0,0,False,IpswichTown_Everton_20241019
Iliman Ndiaye,10.0,sn SEN,LW,24-227,81,14,18,77.8,195,39,0,0.0,0.1,0,0,1,0,2,False,IpswichTown_Everton_20241019
Orel Mangala,8.0,be BEL,DM,26-215,9,4,5,80.0,68,24,0,0.0,0.0,0,0,0,0,0,False,IpswichTown_Everton_20241019
Jack Harrison,11.0,eng ENG,RW,27-334,90,17,33,51.5,249,53,0,0.5,0.2,1,2,1,0,2,False,IpswichTown_Everton_20241019
Dwight McNeil,7.0,eng ENG,"AM,LW",24-332,90,40,50,80.0,648,242,1,0.1,0.2,2,2,5,1,6,False,IpswichTown_Everton_20241019
Idrissa Gana Gueye,27.0,sn SEN,DM,35-023,90,36,40,90.0,560,132,0,0.0,0.0,0,3,0,0,2,False,IpswichTown_Everton_20241019
Abdoulaye Doucouré,16.0,ml MLI,"DM,AM",31-292,90,45,51,88.2,823,203,0,0.2,0.1,2,4,2,0,5,False,IpswichTown_Everton_20241019
Vitaliy Mykolenko,19.0,ua UKR,LB,25-143,90,42,47,89.4,692,244,0,0.0,0.0,0,2,0,0,4,False,IpswichTown_Everton_20241019
Michael Keane,5.0,eng ENG,CB,31-282,90,38,42,90.5,859,209,0,0.0,0.0,0,0,0,0,0,False,IpswichTown_Everton_20241019
James Tarkowski,6.0,eng ENG,CB,31-335,90,28,34,82.4,553,226,0,0.0,0.0,0,1,0,0,0,False,IpswichTown_Everton_20241019
Ashley Young,18.0,eng ENG,RB,39-102,90,45,59,76.3,900,359,0,0.1,0.1,2,8,1,0,11,False,IpswichTown_Everton_20241019
Jordan Pickford,1.0,eng ENG,GK,30-226,90,20,44,45.5,566,433,0,0.0,0.0,0,0,0,0,0,False,IpswichTown_Everton_20241019
Cameron Archer,19.0,eng ENG,FW,23-090,67,7,9,77.8,85,4,0,0.0,0.0,0,1,0,0,0,True,Southampton_LeicesterCity_20241019
Paul Onuachu,32.0,ng NGA,FW,30-144,23,4,10,40.0,74,34,0,0.0,0.0,1,1,0,0,1,True,Southampton_LeicesterCity_20241019
Ryan Manning,3.0,ie IRL,"LW,LB",28-127,77,24,32,75.0,421,156,0,0.2,0.2,4,1,1,1,0,True,Southampton_LeicesterCity_20241019
Charlie Taylor,21.0,eng ENG,LB,31-031,13,2,6,33.3,67,27,0,0.0,0.0,0,1,0,0,0,True,Southampton_LeicesterCity_20241019
Tyler Dibling,33.0,eng ENG,RW,18-221,77,12,14,85.7,205,85,0,0.0,0.0,0,1,2,0,2,True,Southampton_LeicesterCity_20241019
Kamaldeen Sulemana,20.0,gh GHA,RW,22-247,13,1,1,100.0,21,0,0,0.0,0.0,0,0,0,0,0,True,Southampton_LeicesterCity_20241019
Mateus Fernandes,18.0,pt POR,CM,20-101,67,32,39,82.1,493,104,0,0.0,0.0,0,3,0,0,6,True,Southampton_LeicesterCity_20241019
William Smallbone,8.0,ie IRL,CM,24-241,23,2,3,66.7,40,0,0,0.0,0.0,0,0,0,0,0,True,Southampton_LeicesterCity_20241019
Flynn Downes,4.0,eng ENG,CM,25-273,90,44,46,95.7,721,85,0,0.0,0.0,0,1,0,0,2,True,Southampton_LeicesterCity_20241019
Joe Aribo,7.0,ng NGA,"CM,LW",28-090,90,22,27,81.5,367,69,0,0.0,0.0,0,3,0,0,4,True,Southampton_LeicesterCity_20241019
Kyle Walker-Peters,2.0,eng ENG,"LB,RB",27-189,90,36,43,83.7,558,208,1,0.6,0.2,2,1,1,0,4,True,Southampton_LeicesterCity_20241019
Jan Bednarek,35.0,pl POL,CB,28-190,90,25,31,80.6,465,236,0,0.4,0.6,1,1,0,0,2,True,Southampton_LeicesterCity_20241019
Taylor Harwood-Bellis,6.0,eng ENG,CB,22-263,90,36,40,90.0,617,252,0,0.2,0.0,2,3,0,0,3,True,Southampton_LeicesterCity_20241019
Yukinari Sugawara,16.0,jp JPN,RB,24-113,61,41,46,89.1,633,279,0,0.0,0.1,1,3,1,0,6,True,Southampton_LeicesterCity_20241019
Ryan Fraser,24.0,sct SCO,LW,30-238,11,1,6,16.7,8,3,0,0.1,0.1,1,0,0,0,0,True,Southampton_LeicesterCity_20241019
Aaron Ramsdale,30.0,eng ENG,GK,26-158,90,28,45,62.2,841,688,0,0.0,0.0,0,2,0,0,0,True,Southampton_LeicesterCity_20241019
Jamie Vardy,9.0,eng ENG,FW,37-282,90,2,6,33.3,15,0,0,0.0,0.0,0,0,0,0,0,False,Southampton_LeicesterCity_20241019
Stephy Mavididi,10.0,eng ENG,LW,26-141,87,32,43,74.4,559,188,0,0.4,0.4,2,1,5,1,8,False,Southampton_LeicesterCity_20241019
Bobby De Cordova-Reid,14.0,jm JAM,LW,31-260,3,5,6,83.3,60,27,0,0.1,0.0,1,0,1,0,1,False,Southampton_LeicesterCity_20241019
Facundo Buonanotte,40.0,ar ARG,RW,19-301,90,34,43,79.1,647,115,0,0.2,0.2,3,3,2,0,4,False,Southampton_LeicesterCity_20241019
Bilal El Khannouss,11.0,ma MAR,AM,20-162,68,24,29,82.8,384,133,0,0.5,0.2,2,3,0,0,3,False,Southampton_LeicesterCity_20241019
Jordan Ayew,18.0,gh GHA,AM,33-038,22,6,6,100.0,81,0,0,0.0,0.0,1,0,0,0,0,False,Southampton_LeicesterCity_20241019
Oliver Skipp,22.0,eng ENG,DM,24-033,45,16,17,94.1,185,53,0,0.0,0.0,0,3,1,0,2,False,Southampton_LeicesterCity_20241019
Harry Winks,8.0,eng ENG,DM,28-260,45,34,37,91.9,545,167,1,0.2,0.1,4,11,0,0,6,False,Southampton_LeicesterCity_20241019
Wilfred Ndidi,6.0,ng NGA,DM,27-308,90,43,58,74.1,563,112,0,0.0,0.0,0,6,1,0,4,False,Southampton_LeicesterCity_20241019
Victor Bernth Kristiansen,16.0,dk DEN,LB,21-308,58,37,41,90.2,584,259,0,0.1,0.1,2,3,2,0,5,False,Southampton_LeicesterCity_20241019
Abdul Fatawu Issahaku,7.0,gh GHA,RB,20-225,32,13,19,68.4,243,76,1,0.9,0.3,1,0,0,0,2,False,Southampton_LeicesterCity_20241019
Caleb Okoli,5.0,it ITA,CB,23-098,90,62,69,89.9,1258,516,0,0.0,0.0,0,4,0,0,7,False,Southampton_LeicesterCity_20241019
Wout Faes,3.0,be BEL,CB,26-199,90,56,68,82.4,1086,405,0,0.0,0.0,0,13,1,0,10,False,Southampton_LeicesterCity_20241019
James Justin,2.0,eng ENG,"RB,LB",26-239,90,61,70,87.1,909,151,0,0.0,0.1,1,3,2,1,3,False,Southampton_LeicesterCity_20241019
Mads Hermansen,30.0,dk DEN,GK,24-100,90,27,34,79.4,748,561,0,0.0,0.0,0,1,0,0,0,False,Southampton_LeicesterCity_20241019
Rasmus Højlund,9.0,dk DEN,FW,21-258,73,14,20,70.0,159,51,0,0.0,0.0,1,2,0,0,3,True,ManchesterUtd_Brentford_20241019
Joshua Zirkzee,11.0,nl NED,FW,23-150,17,5,9,55.6,38,9,0,0.0,0.0,0,0,1,0,1,True,ManchesterUtd_Brentford_20241019
Alejandro Garnacho,17.0,ar ARG,LW,20-110,89,22,29,75.9,314,31,0,0.0,0.0,2,0,0,0,3,True,ManchesterUtd_Brentford_20241019
Noussair Mazraoui,3.0,ma MAR,LW,26-340,1,2,4,50.0,15,6,0,0.0,0.0,0,0,0,0,0,True,ManchesterUtd_Brentford_20241019
Marcus Rashford,10.0,eng ENG,RW,26-354,90,42,49,85.7,692,202,1,0.3,0.4,4,4,6,2,8,True,ManchesterUtd_Brentford_20241019
Bruno Fernandes,8.0,pt POR,AM,30-041,90,49,59,83.1,663,225,1,0.4,0.1,2,5,2,0,5,True,ManchesterUtd_Brentford_20241019
Casemiro,18.0,br BRA,DM,32-239,87,47,56,83.9,774,256,0,0.2,0.2,4,7,2,1,4,True,ManchesterUtd_Brentford_20241019
Manuel Ugarte,25.0,uy URU,DM,23-191,3,2,2,100.0,34,8,0,0.0,0.0,0,1,0,0,0,True,ManchesterUtd_Brentford_20241019
Christian Eriksen,14.0,dk DEN,DM,32-248,90,44,53,83.0,791,230,0,0.1,0.1,4,5,0,0,6,True,ManchesterUtd_Brentford_20241019
Lisandro Martínez,6.0,ar ARG,LB,26-275,90,39,50,78.0,609,231,0,0.0,0.0,1,7,0,0,8,True,ManchesterUtd_Brentford_20241019
Jonny Evans,35.0,nir NIR,CB,36-290,87,55,60,91.7,854,254,0,0.0,0.0,0,2,0,0,3,True,ManchesterUtd_Brentford_20241019
Victor Lindelöf,2.0,se SWE,CB,30-094,3,1,1,100.0,16,8,0,0.0,0.0,0,0,0,0,0,True,ManchesterUtd_Brentford_20241019
Matthijs de Ligt,4.0,nl NED,CB,25-068,90,42,44,95.5,634,123,0,0.1,0.0,1,3,0,0,1,True,ManchesterUtd_Brentford_20241019
Diogo Dalot,20.0,pt POR,RB,25-215,90,41,46,89.1,683,318,0,0.0,0.0,0,3,0,0,4,True,ManchesterUtd_Brentford_20241019
André Onana,24.0,cm CMR,GK,28-200,90,30,48,62.5,924,801,0,0.2,0.2,1,2,0,0,0,True,ManchesterUtd_Brentford_20241019
Kevin Schade,7.0,de GER,FW,22-327,73,13,17,76.5,195,8,0,0.0,0.0,0,0,0,0,0,False,ManchesterUtd_Brentford_20241019
Fabio Carvalho,14.0,pt POR,"AM,FW",22-050,17,1,3,33.3,13,0,0,0.0,0.0,0,0,0,0,0,False,ManchesterUtd_Brentford_20241019
Keane Lewis-Potter,23.0,eng ENG,LW,23-240,65,9,11,81.8,110,12,0,0.0,0.0,0,0,0,0,0,False,ManchesterUtd_Brentford_20241019
Yoane Wissa,11.0,cd COD,"LW,AM",28-046,25,5,6,83.3,41,0,0,0.0,0.0,0,0,0,0,0,False,ManchesterUtd_Brentford_20241019
Mikkel Damsgaard,24.0,dk DEN,"RW,LM",24-108,90,37,55,67.3,555,216,1,0.4,0.2,1,4,0,0,7,False,ManchesterUtd_Brentford_20241019
Bryan Mbeumo,19.0,cm CMR,"AM,FW,RW",25-073,90,24,34,70.6,434,116,0,0.0,0.1,2,2,2,1,2,False,ManchesterUtd_Brentford_20241019
Vitaly Janelt,27.0,de GER,DM,26-162,73,35,38,92.1,614,186,0,0.0,0.2,0,2,0,0,1,False,ManchesterUtd_Brentford_20241019
Yehor Yarmoliuk,18.0,ua UKR,RM,20-232,17,14,17,82.4,172,40,0,0.0,0.0,0,1,0,0,1,False,ManchesterUtd_Brentford_20241019
Christian Nørgaard,6.0,dk DEN,"DM,CM",30-223,90,48,55,87.3,705,189,0,0.0,0.0,0,5,0,0,4,False,ManchesterUtd_Brentford_20241019
Kristoffer Ajer,20.0,no NOR,"LB,RB",26-185,90,45,51,88.2,724,235,0,0.0,0.0,0,6,0,0,6,False,ManchesterUtd_Brentford_20241019
Ethan Pinnock,5.0,jm JAM,CB,31-143,90,64,69,92.8,1240,473,0,0.1,0.1,1,6,1,1,3,False,ManchesterUtd_Brentford_20241019
Nathan Collins,22.0,ie IRL,CB,23-172,90,73,82,89.0,1253,423,0,0.2,0.0,2,7,0,0,7,False,ManchesterUtd_Brentford_20241019
Sepp van den Berg,4.0,nl NED,RB,22-304,86,31,38,81.6,422,76,0,0.0,0.0,0,2,0,0,0,False,ManchesterUtd_Brentford_20241019
Mads Roerslev,30.0,dk DEN,LB,25-117,4,2,3,66.7,38,30,0,0.0,0.0,0,0,1,0,1,False,ManchesterUtd_Brentford_20241019
Mark Flekken,1.0,nl NED,GK,31-128,90,34,43,79.1,785,483,0,0.0,0.0,0,0,0,0,0,False,ManchesterUtd_Brentford_20241019
Alexander Isak,14.0,se SWE,FW,25-028,90,11,17,64.7,175,38,0,0.3,0.2,2,1,0,0,3,True,NewcastleUtd_Brighton_20241019
Anthony Gordon,10.0,eng ENG,"LW,RW",23-238,84,25,35,71.4,364,125,0,0.3,0.2,3,4,2,0,3,True,NewcastleUtd_Brighton_20241019
Sean Longstaff,36.0,eng ENG,CM,26-355,6,8,10,80.0,136,36,0,0.0,0.0,0,0,0,0,1,True,NewcastleUtd_Brighton_20241019
Jacob Murphy,23.0,eng ENG,RW,29-238,64,27,36,75.0,391,82,0,0.0,0.0,1,1,2,0,2,True,NewcastleUtd_Brighton_20241019
Harvey Barnes,11.0,eng ENG,LW,26-315,26,13,19,68.4,208,51,0,0.3,0.2,1,0,2,0,2,True,NewcastleUtd_Brighton_20241019
Joelinton,7.0,br BRA,"LM,RM",28-066,90,44,51,86.3,637,154,0,0.1,0.1,2,3,1,0,8,True,NewcastleUtd_Brighton_20241019
Bruno Guimarães,39.0,br BRA,CM,26-338,84,32,46,69.6,502,166,0,0.5,0.3,2,4,1,0,8,True,NewcastleUtd_Brighton_20241019
Miguel Almirón,24.0,py PAR,RW,30-252,6,5,6,83.3,63,16,0,0.0,0.0,0,0,0,0,0,True,NewcastleUtd_Brighton_20241019
Sandro Tonali,8.0,it ITA,RM,24-164,64,20,25,80.0,248,50,0,0.1,0.0,1,3,0,0,1,True,NewcastleUtd_Brighton_20241019
Joe Willock,28.0,eng ENG,LM,25-060,26,12,16,75.0,172,33,0,0.0,0.0,0,0,0,0,2,True,NewcastleUtd_Brighton_20241019
Lewis Hall,20.0,eng ENG,LB,20-041,89,73,87,83.9,1373,522,0,0.1,0.1,3,11,1,0,10,True,NewcastleUtd_Brighton_20241019
William Osula,18.0,dk DEN,LB,21-076,1,0,0,,0,0,0,0.0,0.0,0,0,0,0,0,True,NewcastleUtd_Brighton_20241019
Dan Burn,33.0,eng ENG,CB,32-163,90,66,75,88.0,1138,400,0,0.0,0.0,0,1,0,0,0,True,NewcastleUtd_Brighton_20241019
Fabian Schär,5.0,ch SUI,CB,32-304,90,66,83,79.5,1353,577,0,0.2,0.2,1,12,1,0,8,True,NewcastleUtd_Brighton_20241019
Valentino Livramento,21.0,eng ENG,RB,21-342,90,52,65,80.0,782,138,0,0.0,0.0,0,4,1,0,9,True,NewcastleUtd_Brighton_20241019
Nick Pope,22.0,eng ENG,GK,32-183,90,25,28,89.3,539,340,0,0.0,0.0,0,0,0,0,0,True,NewcastleUtd_Brighton_20241019
Danny Welbeck,18.0,eng ENG,FW,33-328,81,20,25,80.0,241,41,0,0.0,0.0,0,2,0,0,2,False,NewcastleUtd_Brighton_20241019
Jan Paul van Hecke,29.0,nl NED,CB,24-133,9,4,5,80.0,72,35,0,0.0,0.0,0,0,0,0,0,False,NewcastleUtd_Brighton_20241019
Evan Ferguson,28.0,ie IRL,FW,20-000,59,9,16,56.3,85,7,0,0.0,0.0,0,0,0,0,0,False,NewcastleUtd_Brighton_20241019
Kaoru Mitoma,22.0,jp JPN,LM,27-152,31,13,18,72.2,175,67,0,0.0,0.0,0,1,1,0,2,False,NewcastleUtd_Brighton_20241019
Yasin Ayari,26.0,se SWE,"LM,FW",21-013,81,23,31,74.2,326,99,0,0.1,0.1,2,1,1,0,3,False,NewcastleUtd_Brighton_20241019
Julio Enciso,10.0,py PAR,FW,20-270,9,4,7,57.1,85,14,0,0.1,0.0,1,0,1,0,1,False,NewcastleUtd_Brighton_20241019
Jack Hinshelwood,41.0,eng ENG,CM,19-191,90,40,46,87.0,580,200,0,0.0,0.0,0,2,0,0,2,False,NewcastleUtd_Brighton_20241019
Carlos Baleba,20.0,cm CMR,CM,20-290,71,33,37,89.2,529,126,0,0.0,0.0,0,3,0,0,2,False,NewcastleUtd_Brighton_20241019
Mats Wieffer,27.0,nl NED,CM,24-338,19,2,4,50.0,51,45,0,0.0,0.0,0,0,0,0,1,False,NewcastleUtd_Brighton_20241019
Georginio Rutter,14.0,fr FRA,RM,22-182,71,10,11,90.9,150,82,1,0.4,0.3,2,2,1,0,3,False,NewcastleUtd_Brighton_20241019
Pervis Estupiñán,30.0,ec ECU,LB,26-272,19,8,9,88.9,91,37,0,0.0,0.0,0,0,0,0,0,False,NewcastleUtd_Brighton_20241019
Ferdi Kadioglu,24.0,tr TUR,"LB,RM",25-012,90,33,38,86.8,421,127,0,0.0,0.0,0,2,0,0,1,False,NewcastleUtd_Brighton_20241019
Igor,3.0,br BRA,CB,26-255,90,30,36,83.3,483,189,0,0.0,0.0,0,1,0,0,0,False,NewcastleUtd_Brighton_20241019
Lewis Dunk,5.0,eng ENG,CB,32-333,90,27,30,90.0,557,218,0,0.0,0.0,0,3,0,0,1,False,NewcastleUtd_Brighton_20241019
Joël Veltman,34.0,nl NED,RB,32-278,90,21,32,65.6,387,110,0,0.1,0.2,1,1,1,0,1,False,NewcastleUtd_Brighton_20241019
Bart Verbruggen,1.0,nl NED,GK,22-062,90,36,54,66.7,1079,906,0,0.0,0.0,0,0,0,0,0,False,NewcastleUtd_Brighton_20241019
Evanilson,9.0,br BRA,FW,25-013,81,7,11,63.6,90,12,0,0.0,0.0,1,0,0,0,0,True,Bournemouth_Arsenal_20241019
Enes Ünal,26.0,tr TUR,FW,27-162,9,2,6,33.3,21,14,0,0.0,0.0,0,0,0,0,1,True,Bournemouth_Arsenal_20241019
Antoine Semenyo,24.0,gh GHA,"LW,RW",24-286,90,23,26,88.5,413,134,0,0.0,0.1,1,1,3,1,2,True,Bournemouth_Arsenal_20241019
Dango Ouattara,11.0,bf BFA,RW,22-251,62,12,25,48.0,223,61,0,0.4,0.0,1,0,0,0,0,True,Bournemouth_Arsenal_20241019
Luis Sinisterra,17.0,co COL,LW,25-124,28,2,5,40.0,32,0,0,0.0,0.0,0,0,0,0,0,True,Bournemouth_Arsenal_20241019
Marcus Tavernier,16.0,eng ENG,AM,25-211,62,21,26,80.8,296,31,0,0.0,0.0,1,3,0,0,4,True,Bournemouth_Arsenal_20241019
Ryan Christie,10.0,sct SCO,DM,29-240,28,9,11,81.8,208,25,0,0.0,0.0,0,0,0,0,0,True,Bournemouth_Arsenal_20241019
Lewis Cook,4.0,eng ENG,DM,27-259,90,35,47,74.5,656,130,0,0.1,0.0,2,2,0,0,2,True,Bournemouth_Arsenal_20241019
Alex Scott,8.0,eng ENG,DM,21-059,62,30,34,88.2,435,149,0,0.1,0.1,2,6,2,0,6,True,Bournemouth_Arsenal_20241019
Justin Kluivert,19.0,nl NED,AM,25-167,28,4,4,100.0,41,9,1,0.1,0.1,1,1,0,0,0,True,Bournemouth_Arsenal_20241019
Milos Kerkez,3.0,hu HUN,LB,20-347,90,51,58,87.9,815,304,0,0.0,0.0,1,5,0,0,11,True,Bournemouth_Arsenal_20241019
Marcos Senesi,5.0,ar ARG,CB,27-162,90,48,63,76.2,784,323,0,0.0,0.0,0,2,1,0,4,True,Bournemouth_Arsenal_20241019
Illia Zabarnyi,27.0,ua UKR,CB,22-048,90,45,57,78.9,897,220,0,0.0,0.0,0,6,0,0,5,True,Bournemouth_Arsenal_20241019
Julian Araujo,22.0,mx MEX,RB,23-067,45,21,27,77.8,340,66,0,0.0,0.0,0,2,0,0,2,True,Bournemouth_Arsenal_20241019
Adam Smith,15.0,eng ENG,RB,33-173,45,11,15,73.3,165,54,0,0.0,0.0,0,2,0,0,0,True,Bournemouth_Arsenal_20241019
Kepa Arrizabalaga,13.0,es ESP,GK,30-016,90,25,38,65.8,930,680,0,0.0,0.0,0,0,0,0,0,True,Bournemouth_Arsenal_20241019
Kai Havertz,29.0,de GER,FW,25-130,90,25,36,69.4,296,60,0,0.0,0.0,0,6,0,0,4,False,Bournemouth_Arsenal_20241019
Leandro Trossard,19.0,be BEL,LW,29-320,62,13,21,61.9,232,36,0,0.0,0.0,0,0,0,0,0,False,Bournemouth_Arsenal_20241019
Gabriel Martinelli,11.0,br BRA,LW,23-123,28,11,13,84.6,129,59,0,0.0,0.0,0,0,0,0,2,False,Bournemouth_Arsenal_20241019
Raheem Sterling,30.0,eng ENG,RW,29-316,36,6,10,60.0,63,24,0,0.0,0.0,0,0,0,0,1,False,Bournemouth_Arsenal_20241019
Jakub Kiwior,15.0,pl POL,CB,24-247,44,13,17,76.5,250,68,0,0.0,0.0,0,1,0,0,0,False,Bournemouth_Arsenal_20241019
Gabriel Jesus,9.0,br BRA,RW,27-199,10,3,6,50.0,54,0,0,0.0,0.0,0,0,0,0,0,False,Bournemouth_Arsenal_20241019
Mikel Merino,23.0,es ESP,"RW,AM",28-119,80,23,34,67.6,354,107,0,0.4,0.1,1,2,1,0,2,False,Bournemouth_Arsenal_20241019
Ethan Nwaneri,53.0,eng ENG,AM,17-212,10,8,10,80.0,152,66,0,0.0,0.0,0,0,0,0,0,False,Bournemouth_Arsenal_20241019
Declan Rice,41.0,eng ENG,DM,25-279,90,42,49,85.7,701,205,0,0.1,0.2,2,6,0,0,6,False,Bournemouth_Arsenal_20241019
Thomas Partey,5.0,gh GHA,"DM,CB",31-128,90,55,63,87.3,854,281,0,0.0,0.0,0,3,0,0,6,False,Bournemouth_Arsenal_20241019
Riccardo Calafiori,33.0,it ITA,LB,22-153,90,38,48,79.2,590,185,0,0.0,0.0,0,1,1,1,1,False,Bournemouth_Arsenal_20241019
Gabriel Magalhães,6.0,br BRA,CB,26-305,90,42,51,82.4,676,255,0,0.0,0.0,0,1,0,0,2,False,Bournemouth_Arsenal_20241019
William Saliba,2.0,fr FRA,CB,23-209,29,17,18,94.4,339,40,0,0.0,0.0,0,1,0,0,1,False,Bournemouth_Arsenal_20241019
Ben White,4.0,eng ENG,RB,27-011,90,31,38,81.6,470,193,0,0.0,0.0,0,0,0,0,0,False,Bournemouth_Arsenal_20241019
David Raya,22.0,es ESP,GK,29-034,90,34,56,60.7,987,775,0,0.0,0.0,0,4,0,0,0,False,Bournemouth_Arsenal_20241019
Matheus Cunha,10.0,br BRA,FW,25-146,66,11,13,84.6,206,97,0,0.2,0.2,1,1,0,0,2,True,Wolves_ManchesterCity_20241020
Carlos Forbs,26.0,pt POR,FW,20-215,24,4,6,66.7,42,0,0,0.0,0.0,0,0,0,0,0,True,Wolves_ManchesterCity_20241020
Jørgen Strand Larsen,9.0,no NOR,FW,24-257,79,4,8,50.0,34,5,0,0.0,0.0,0,0,0,0,0,True,Wolves_ManchesterCity_20241020
Gonçalo Guedes,29.0,pt POR,FW,27-326,11,4,5,80.0,144,18,0,0.0,0.0,0,1,0,0,1,True,Wolves_ManchesterCity_20241020
Mario Lemina,5.0,ga GAB,CM,31-049,90,16,19,84.2,361,138,0,0.0,0.0,0,2,0,0,2,True,Wolves_ManchesterCity_20241020
André,7.0,br BRA,CM,23-096,45,6,7,85.7,85,33,0,0.0,0.0,0,0,0,0,0,True,Wolves_ManchesterCity_20241020
Tommy Doyle,20.0,eng ENG,CM,23-003,45,8,9,88.9,156,60,0,0.0,0.0,0,1,0,0,1,True,Wolves_ManchesterCity_20241020
João Gomes,8.0,br BRA,CM,23-251,89,10,17,58.8,131,7,0,0.0,0.0,0,1,0,0,1,True,Wolves_ManchesterCity_20241020
Jean-Ricner Bellegarde,27.0,ht HAI,CM,26-115,1,0,0,,0,0,0,0.0,0.0,0,0,0,0,0,True,Wolves_ManchesterCity_20241020
Rayan Aït-Nouri,3.0,dz ALG,WB,23-136,90,16,25,64.0,197,76,0,0.0,0.0,1,1,0,0,0,True,Wolves_ManchesterCity_20241020
Nélson Semedo,22.0,pt POR,WB,30-339,90,16,22,72.7,288,117,1,0.5,0.1,1,0,2,1,1,True,Wolves_ManchesterCity_20241020
Toti Gomes,24.0,pt POR,CB,25-278,90,18,26,69.2,317,158,0,0.0,0.0,0,0,0,0,0,True,Wolves_ManchesterCity_20241020
Craig Dawson,15.0,eng ENG,CB,34-167,90,19,20,95.0,375,61,0,0.0,0.0,0,1,0,0,0,True,Wolves_ManchesterCity_20241020
Santiago Bueno,4.0,uy URU,CB,25-346,90,14,20,70.0,261,81,0,0.0,0.0,0,0,0,0,0,True,Wolves_ManchesterCity_20241020
José Sá,1.0,pt POR,GK,31-277,90,12,40,30.0,521,462,0,0.0,0.0,0,0,0,0,0,True,Wolves_ManchesterCity_20241020
Erling Haaland,9.0,no NOR,FW,24-091,90,6,8,75.0,90,4,0,0.0,0.0,1,0,1,0,1,False,Wolves_ManchesterCity_20241020
Jeremy Doku,11.0,be BEL,"LM,RM",22-146,66,39,54,72.2,519,127,1,0.1,0.2,2,0,7,0,8,False,Wolves_ManchesterCity_20241020
Phil Foden,47.0,eng ENG,"CM,RM",24-145,24,13,16,81.3,239,103,1,0.3,0.3,1,1,0,0,2,False,Wolves_ManchesterCity_20241020
Bernardo Silva,20.0,pt POR,"CM,RM",30-071,90,42,46,91.3,534,70,0,0.1,0.2,1,2,0,0,1,False,Wolves_ManchesterCity_20241020
İlkay Gündoğan,19.0,de GER,"CM,DM",33-362,90,65,83,78.3,951,157,0,0.2,0.2,3,5,0,0,6,False,Wolves_ManchesterCity_20241020
Sávio,26.0,br BRA,"RM,LM",20-193,72,52,68,76.5,698,222,0,0.3,0.9,3,0,6,1,5,False,Wolves_ManchesterCity_20241020
Jack Grealish,10.0,eng ENG,LM,29-040,18,19,25,76.0,282,93,0,0.2,0.2,3,0,2,0,3,False,Wolves_ManchesterCity_20241020
Mateo Kovačić,8.0,hr CRO,DM,30-167,85,64,71,90.1,910,240,0,0.0,0.1,1,3,2,0,9,False,Wolves_ManchesterCity_20241020
Matheus Nunes,27.0,pt POR,CM,26-054,5,2,2,100.0,31,0,0,0.0,0.0,0,0,0,0,0,False,Wolves_ManchesterCity_20241020
