Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,home,game_id
David Raya,22.0,es ESP,GK,29-013,90,25,21,4,1,0,0,0,0,0,0,0,0,19,0,0,True,Arsenal_LeicesterCity_20240928
Jamie Vardy,9.0,eng ENG,FW,37-261,90,12,9,3,0,0,0,0,0,0,0,0,0,10,0,0,False,Arsenal_LeicesterCity_20240928
Stephy Mavididi,10.0,eng ENG,LW,26-120,89,15,15,0,0,0,0,0,0,0,0,0,0,11,0,2,False,Arsenal_LeicesterCity_20240928
Bobby De Cordova-Reid,14.0,jm JAM,LW,31-239,1,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,False,Arsenal_LeicesterCity_20240928
Facundo Buonanotte,40.0,ar ARG,RW,19-280,84,16,14,1,1,0,0,1,0,0,0,0,0,8,1,0,False,Arsenal_LeicesterCity_20240928
Jordan Ayew,18.0,gh GHA,"RW,AM",33-017,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,Arsenal_LeicesterCity_20240928
Wilfred Ndidi,6.0,ng NGA,"AM,DM",27-287,89,28,28,0,0,0,0,2,0,0,0,0,0,24,0,0,False,Arsenal_LeicesterCity_20240928
Odsonne Édouard,29.0,fr FRA,DM,26-256,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,Arsenal_LeicesterCity_20240928
Harry Winks,8.0,eng ENG,"DM,CB",28-239,90,29,28,1,1,0,0,0,0,0,0,0,0,23,0,1,False,Arsenal_LeicesterCity_20240928
Oliver Skipp,22.0,eng ENG,DM,24-012,89,16,16,0,0,0,0,0,0,0,0,0,0,16,0,0,False,Arsenal_LeicesterCity_20240928
Bilal El Khannouss,11.0,ma MAR,"AM,DM",20-141,1,3,1,2,0,0,0,0,1,0,0,0,0,2,0,0,False,Arsenal_LeicesterCity_20240928
Victor Bernth Kristiansen,16.0,dk DEN,LB,21-287,90,32,21,11,2,0,0,1,9,0,0,0,0,27,0,0,False,Arsenal_LeicesterCity_20240928
Caleb Okoli,5.0,it ITA,CB,23-077,89,26,23,3,3,0,0,0,0,0,0,0,0,17,0,1,False,Arsenal_LeicesterCity_20240928
Abdul Fatawu Issahaku,7.0,gh GHA,"RW,CB",20-204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,Arsenal_LeicesterCity_20240928
Wout Faes,3.0,be BEL,CB,26-178,90,22,22,0,0,0,0,0,0,0,0,0,0,17,0,0,False,Arsenal_LeicesterCity_20240928
James Justin,2.0,eng ENG,RB,26-218,90,16,9,7,1,0,0,0,6,0,0,0,0,12,0,0,False,Arsenal_LeicesterCity_20240928
Mads Hermansen,30.0,dk DEN,GK,24-079,90,39,26,13,3,0,0,0,0,0,0,0,0,23,0,0,False,Arsenal_LeicesterCity_20240928
Nicolas Jackson,15.0,sn SEN,FW,23-100,78,14,9,4,1,0,0,0,1,0,0,0,0,7,1,2,True,Chelsea_Brighton_20240928
Christopher Nkunku,18.0,fr FRA,FW,26-319,12,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,True,Chelsea_Brighton_20240928
Jadon Sancho,19.0,eng ENG,LW,24-187,70,20,20,0,0,1,0,0,0,0,0,0,0,14,0,0,True,Chelsea_Brighton_20240928
Mykhailo Mudryk,10.0,ua UKR,LW,23-267,20,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,True,Chelsea_Brighton_20240928
Noni Madueke,11.0,eng ENG,RW,22-202,62,11,11,0,0,0,0,1,0,0,0,0,0,5,0,1,True,Chelsea_Brighton_20240928
Pedro Neto,7.0,pt POR,RW,24-203,28,7,6,0,0,0,0,1,0,0,0,0,0,5,1,0,True,Chelsea_Brighton_20240928
Cole Palmer,20.0,eng ENG,AM,22-145,90,30,23,7,0,3,1,4,1,5,4,0,0,19,0,3,True,Chelsea_Brighton_20240928
Enzo Fernández,8.0,ar ARG,DM,23-255,78,33,27,5,1,1,1,3,1,3,3,0,0,25,1,0,True,Chelsea_Brighton_20240928
Roméo Lavia,45.0,be BEL,DM,20-266,12,10,10,0,0,1,0,0,0,0,0,0,0,9,0,0,True,Chelsea_Brighton_20240928
Moisés Caicedo,25.0,ec ECU,DM,22-331,90,32,32,0,0,0,0,0,0,0,0,0,0,24,0,1,True,Chelsea_Brighton_20240928
Marc Cucurella,3.0,es ESP,LB,26-068,69,24,23,1,0,0,0,1,1,0,0,0,0,19,0,0,True,Chelsea_Brighton_20240928
Renato Veiga,40.0,pt POR,LB,21-061,21,17,13,4,0,0,0,0,4,0,0,0,0,13,0,0,True,Chelsea_Brighton_20240928
Levi Colwill,6.0,eng ENG,CB,21-215,90,50,45,4,1,0,0,0,0,0,0,0,0,39,1,2,True,Chelsea_Brighton_20240928
Wesley Fofana,29.0,fr FRA,CB,23-286,90,56,55,0,0,0,0,0,0,0,0,0,0,47,1,0,True,Chelsea_Brighton_20240928
Malo Gusto,27.0,fr FRA,RB,21-132,90,45,39,6,3,0,0,1,3,0,0,0,0,37,0,1,True,Chelsea_Brighton_20240928
Robert Sánchez,1.0,es ESP,GK,26-315,90,62,54,7,2,0,0,0,0,0,0,0,0,46,1,0,True,Chelsea_Brighton_20240928
Danny Welbeck,18.0,eng ENG,FW,33-307,80,19,17,2,0,0,0,1,0,0,0,0,0,15,0,1,False,Chelsea_Brighton_20240928
Evan Ferguson,28.0,ie IRL,FW,19-345,10,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,False,Chelsea_Brighton_20240928
Kaoru Mitoma,22.0,jp JPN,LW,27-131,90,36,36,0,0,0,0,4,0,0,0,0,0,27,0,3,False,Chelsea_Brighton_20240928
Georginio Rutter,14.0,fr FRA,RW,22-161,70,20,20,0,0,1,0,0,0,0,0,0,0,14,0,1,False,Chelsea_Brighton_20240928
Yankuba Minteh,17.0,gm GAM,RW,20-068,20,7,6,1,0,0,0,2,1,0,0,0,0,5,0,0,False,Chelsea_Brighton_20240928
Jack Hinshelwood,41.0,eng ENG,"LM,RB",19-170,90,39,31,8,2,0,0,0,3,0,0,0,0,30,0,1,False,Chelsea_Brighton_20240928
Mats Wieffer,27.0,nl NED,CM,24-317,56,48,46,2,2,0,0,0,0,0,0,0,0,39,0,2,False,Chelsea_Brighton_20240928
Yasin Ayari,26.0,se SWE,RM,20-358,34,11,11,0,0,0,0,1,0,0,0,0,0,8,0,1,False,Chelsea_Brighton_20240928
Carlos Baleba,20.0,cm CMR,"RM,CM",20-269,90,57,56,1,1,0,1,0,0,0,0,0,0,51,0,0,False,Chelsea_Brighton_20240928
Pervis Estupiñán,30.0,ec ECU,LB,26-251,90,68,54,14,2,0,0,6,10,2,1,1,0,57,0,1,False,Chelsea_Brighton_20240928
Lewis Dunk,5.0,eng ENG,CB,32-312,90,111,103,8,4,0,0,0,0,0,0,0,0,98,0,2,False,Chelsea_Brighton_20240928
Adam Webster,4.0,eng ENG,CB,29-268,56,42,42,0,0,0,0,0,0,0,0,0,0,38,0,1,False,Chelsea_Brighton_20240928
Igor,3.0,br BRA,CB,26-234,34,37,34,3,1,0,0,0,0,0,0,0,0,36,0,0,False,Chelsea_Brighton_20240928
Ferdi Kadioglu,24.0,tr TUR,RB,24-357,70,36,27,8,1,0,0,2,7,0,0,0,0,30,1,0,False,Chelsea_Brighton_20240928
Julio Enciso,10.0,py PAR,LM,20-249,20,10,9,1,1,0,0,0,0,0,0,0,0,9,0,0,False,Chelsea_Brighton_20240928
Bart Verbruggen,1.0,nl NED,GK,22-041,90,48,45,2,1,0,0,0,0,0,0,0,0,41,1,0,False,Chelsea_Brighton_20240928
Chris Wood,11.0,nz NZL,FW,32-296,90,9,9,0,0,0,0,0,0,0,0,0,0,8,0,0,True,Nott'hamForest_Fulham_20240928
Taiwo Awoniyi,9.0,ng NGA,FW,27-047,45,11,11,0,0,0,0,1,0,0,0,0,0,6,0,1,True,Nott'hamForest_Fulham_20240928
Anthony Elanga,21.0,se SWE,"RW,FW",22-154,45,11,11,0,0,0,0,1,0,0,0,0,0,8,0,1,True,Nott'hamForest_Fulham_20240928
Nicolás Domínguez,16.0,ar ARG,LM,26-092,56,26,25,0,0,0,0,0,0,0,0,0,0,18,1,0,True,Nott'hamForest_Fulham_20240928
Callum Hudson-Odoi,14.0,eng ENG,LW,23-326,34,15,13,2,0,0,0,7,0,2,2,0,0,8,0,1,True,Nott'hamForest_Fulham_20240928
Ryan Yates,22.0,eng ENG,"CM,DM",26-312,90,56,49,6,4,0,0,0,0,0,0,0,0,47,1,0,True,Nott'hamForest_Fulham_20240928
James Ward-Prowse,18.0,eng ENG,"CM,DM",29-332,74,35,27,8,4,0,1,7,0,4,2,2,0,29,0,0,True,Nott'hamForest_Fulham_20240928
Ramón Sosa,24.0,py PAR,DM,25-028,16,11,10,1,1,0,0,1,0,0,0,0,0,7,0,0,True,Nott'hamForest_Fulham_20240928
Elliot Anderson,8.0,eng ENG,RM,21-327,56,18,18,0,0,0,0,1,0,0,0,0,0,13,0,0,True,Nott'hamForest_Fulham_20240928
Jota Silva,20.0,pt POR,AM,25-058,34,8,8,0,0,0,0,1,0,0,0,0,0,5,0,0,True,Nott'hamForest_Fulham_20240928
Álex Moreno,19.0,es ESP,LB,31-112,83,29,24,5,0,0,0,2,5,0,0,0,0,16,0,2,True,Nott'hamForest_Fulham_20240928
Neco Williams,7.0,wls WAL,LB,23-168,7,9,8,1,0,0,0,1,1,0,0,0,0,7,0,2,True,Nott'hamForest_Fulham_20240928
Murillo,5.0,br BRA,CB,22-086,90,45,41,3,2,1,0,1,0,0,0,0,0,35,1,0,True,Nott'hamForest_Fulham_20240928
Nikola Milenković,31.0,rs SRB,CB,26-352,90,40,38,0,0,0,0,0,0,0,0,0,0,36,2,0,True,Nott'hamForest_Fulham_20240928
Ola Aina,34.0,ng NGA,RB,27-356,90,54,45,8,1,0,0,3,7,0,0,0,0,38,1,1,True,Nott'hamForest_Fulham_20240928
Matz Sels,26.0,be BEL,GK,32-215,90,21,13,7,3,0,0,0,0,0,0,0,0,10,1,0,True,Nott'hamForest_Fulham_20240928
Raúl Jiménez,7.0,mx MEX,FW,33-146,82,17,17,0,0,0,0,0,0,0,0,0,0,16,0,0,False,Nott'hamForest_Fulham_20240928
Rodrigo Muniz,9.0,br BRA,FW,23-147,8,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,False,Nott'hamForest_Fulham_20240928
Alex Iwobi,17.0,ng NGA,"LW,RW,RM",28-148,90,60,58,2,0,1,0,3,1,1,0,0,0,46,0,3,False,Nott'hamForest_Fulham_20240928
Adama Traoré,11.0,es ESP,RW,28-247,68,31,31,0,0,0,0,7,0,0,0,0,0,23,0,0,False,Nott'hamForest_Fulham_20240928
Reiss Nelson,19.0,eng ENG,"LW,LM",24-293,22,11,11,0,0,0,0,1,0,0,0,0,0,8,0,0,False,Nott'hamForest_Fulham_20240928
Emile Smith Rowe,32.0,eng ENG,AM,24-062,87,51,51,0,0,0,0,0,0,0,0,0,0,47,0,0,False,Nott'hamForest_Fulham_20240928
Issa Diop,31.0,fr FRA,CB,27-263,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,Nott'hamForest_Fulham_20240928
Saša Lukić,20.0,rs SRB,DM,28-046,82,46,46,0,0,0,0,0,0,0,0,0,0,40,0,1,False,Nott'hamForest_Fulham_20240928
Harrison Reed,6.0,eng ENG,"CM,DM",29-245,8,4,2,2,1,0,0,1,0,1,0,1,0,1,0,0,False,Nott'hamForest_Fulham_20240928
Andreas Pereira,18.0,br BRA,DM,28-271,68,31,25,6,2,0,0,6,0,3,0,3,0,24,0,0,False,Nott'hamForest_Fulham_20240928
Sander Berge,16.0,no NOR,"DM,CM",26-227,22,15,15,0,0,0,0,0,0,0,0,0,0,11,0,0,False,Nott'hamForest_Fulham_20240928
Antonee Robinson,33.0,us USA,LB,27-051,90,54,47,6,1,0,0,2,5,0,0,0,0,45,1,0,False,Nott'hamForest_Fulham_20240928
Calvin Bassey,3.0,ng NGA,CB,24-272,90,62,60,2,1,0,0,0,0,0,0,0,0,58,0,0,False,Nott'hamForest_Fulham_20240928
Joachim Andersen,5.0,dk DEN,CB,28-120,90,86,81,5,5,0,2,0,0,0,0,0,0,76,0,0,False,Nott'hamForest_Fulham_20240928
Kenny Tete,2.0,nl NED,RB,28-355,90,55,51,4,0,0,0,3,4,0,0,0,0,43,0,1,False,Nott'hamForest_Fulham_20240928
Bernd Leno,1.0,de GER,GK,32-208,90,36,25,11,6,0,0,0,0,0,0,0,0,32,0,0,False,Nott'hamForest_Fulham_20240928
Jørgen Strand Larsen,9.0,no NOR,FW,24-235,67,17,16,1,0,0,0,0,0,0,0,0,0,12,0,0,True,Wolves_Liverpool_20240928
Hwang Hee-chan,11.0,kr KOR,FW,28-246,23,4,3,1,0,0,0,0,1,0,0,0,0,4,0,0,True,Wolves_Liverpool_20240928
Jean-Ricner Bellegarde,27.0,ht HAI,LM,26-093,51,24,24,0,0,1,0,2,0,0,0,0,0,18,0,1,True,Wolves_Liverpool_20240928
Carlos Forbs,26.0,pt POR,RM,20-193,39,10,10,0,0,0,0,2,0,0,0,0,0,5,0,3,True,Wolves_Liverpool_20240928
João Gomes,8.0,br BRA,CM,23-229,90,41,40,1,0,0,0,0,0,0,0,0,0,31,0,0,True,Wolves_Liverpool_20240928
Mario Lemina,5.0,ga GAB,"CM,CB",31-027,90,57,55,2,0,0,0,3,0,0,0,0,0,44,0,0,True,Wolves_Liverpool_20240928
Matheus Cunha,10.0,br BRA,"RM,LM",25-124,90,28,24,3,1,0,0,3,0,2,1,0,0,17,1,3,True,Wolves_Liverpool_20240928
André,7.0,br BRA,DM,23-074,90,34,33,1,1,0,0,0,0,0,0,0,0,32,0,1,True,Wolves_Liverpool_20240928
Rayan Aït-Nouri,3.0,dz ALG,LB,23-114,90,51,40,11,3,0,0,2,8,0,0,0,0,44,0,2,True,Wolves_Liverpool_20240928
Toti Gomes,24.0,pt POR,CB,25-256,90,54,54,0,0,0,0,0,0,0,0,0,0,51,0,1,True,Wolves_Liverpool_20240928
Santiago Bueno,4.0,uy URU,CB,25-324,76,48,46,2,0,0,0,0,0,0,0,0,0,46,0,0,True,Wolves_Liverpool_20240928
Tommy Doyle,20.0,eng ENG,CM,22-347,14,11,10,1,1,0,1,1,0,0,0,0,0,8,0,0,True,Wolves_Liverpool_20240928
Nélson Semedo,22.0,pt POR,RB,30-317,90,44,37,7,1,0,0,2,6,0,0,0,0,36,0,0,True,Wolves_Liverpool_20240928
Sam Johnstone,31.0,eng ENG,GK,31-187,90,42,36,6,2,0,0,0,0,0,0,0,0,34,0,0,True,Wolves_Liverpool_20240928
Diogo Jota,20.0,pt POR,FW,27-299,90,26,25,0,0,0,0,1,0,0,0,0,0,18,1,1,False,Wolves_Liverpool_20240928
Luis Díaz,7.0,co COL,LW,27-259,72,28,27,1,1,0,0,1,0,0,0,0,0,24,0,0,False,Wolves_Liverpool_20240928
Cody Gakpo,18.0,nl NED,LW,25-144,18,9,9,0,0,0,1,1,0,0,0,0,0,7,0,0,False,Wolves_Liverpool_20240928
Mohamed Salah,11.0,eg EGY,RW,32-105,90,29,28,1,1,0,0,2,0,0,0,0,0,19,0,2,False,Wolves_Liverpool_20240928
Dominik Szoboszlai,8.0,hu HUN,AM,23-339,72,31,29,2,0,0,0,0,0,0,0,0,0,26,0,0,False,Wolves_Liverpool_20240928
Curtis Jones,17.0,eng ENG,AM,23-242,18,7,7,0,0,0,0,1,0,0,0,0,0,4,0,0,False,Wolves_Liverpool_20240928
Alexis Mac Allister,10.0,ar ARG,DM,25-279,90,48,47,1,1,0,0,1,0,0,0,0,0,41,0,1,False,Wolves_Liverpool_20240928
Ryan Gravenberch,38.0,nl NED,DM,22-135,90,62,61,1,1,0,0,0,0,0,0,0,0,57,0,0,False,Wolves_Liverpool_20240928
Andrew Robertson,26.0,sct SCO,LB,30-201,88,80,64,16,1,0,0,9,7,8,4,2,0,66,0,1,False,Wolves_Liverpool_20240928
Joe Gomez,2.0,eng ENG,LB,27-128,2,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,False,Wolves_Liverpool_20240928
Virgil van Dijk,4.0,nl NED,CB,33-082,90,86,79,6,3,0,1,0,0,0,0,0,0,79,1,0,False,Wolves_Liverpool_20240928
Ibrahima Konaté,5.0,fr FRA,CB,25-126,90,67,66,1,1,0,0,0,0,0,0,0,0,59,0,0,False,Wolves_Liverpool_20240928
Trent Alexander-Arnold,66.0,eng ENG,RB,25-357,90,66,53,13,4,0,1,5,7,2,1,1,0,46,0,1,False,Wolves_Liverpool_20240928
Alisson,1.0,br BRA,GK,31-362,90,32,28,4,2,0,0,0,0,0,0,0,0,27,0,0,False,Wolves_Liverpool_20240928
Liam Delap,19.0,eng ENG,FW,21-234,89,8,8,0,0,0,0,0,0,0,0,0,0,4,0,0,True,IpswichTown_AstonVilla_20240929
George Hirst,27.0,sct SCO,FW,25-227,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,IpswichTown_AstonVilla_20240929
Jack Clarke,47.0,eng ENG,LW,23-311,89,29,27,2,0,0,0,2,0,2,2,0,0,20,0,1,True,IpswichTown_AstonVilla_20240929
Sammie Szmodics,23.0,ie IRL,LW,29-005,1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,True,IpswichTown_AstonVilla_20240929
Chiedozie Ogbene,21.0,ie IRL,RW,27-151,68,11,11,0,0,0,0,0,0,0,0,0,0,7,0,2,True,IpswichTown_AstonVilla_20240929
Wes Burns,7.0,wls WAL,RW,29-311,22,3,3,0,0,0,0,1,0,0,0,0,0,2,0,1,True,IpswichTown_AstonVilla_20240929
Omari Hutchinson,20.0,eng ENG,AM,20-335,90,32,29,3,0,0,0,2,0,0,0,0,0,26,0,2,True,IpswichTown_AstonVilla_20240929
Kalvin Phillips,8.0,eng ENG,DM,28-302,68,45,40,5,4,0,0,1,0,1,1,0,0,36,0,0,True,IpswichTown_AstonVilla_20240929
Jack Taylor,14.0,ie IRL,DM,26-098,22,17,17,0,0,0,0,0,0,0,0,0,0,15,0,0,True,IpswichTown_AstonVilla_20240929
Sam Morsy,5.0,eg EGY,DM,33-019,89,52,52,0,0,0,0,0,0,0,0,0,0,50,0,0,True,IpswichTown_AstonVilla_20240929
Massimo Luongo,25.0,au AUS,DM,32-004,1,3,2,0,0,0,0,0,0,0,0,0,0,2,1,0,True,IpswichTown_AstonVilla_20240929
Leif Davis,3.0,eng ENG,LB,24-261,90,48,35,12,2,1,0,11,3,7,6,0,0,33,1,2,True,IpswichTown_AstonVilla_20240929
Jacob Greaves,24.0,eng ENG,CB,24-017,90,63,58,5,4,0,0,0,0,0,0,0,0,59,0,0,True,IpswichTown_AstonVilla_20240929
Dara O'Shea,26.0,ie IRL,CB,25-209,90,58,55,3,3,0,1,0,0,0,0,0,0,48,0,0,True,IpswichTown_AstonVilla_20240929
Axel Tuanzebe,40.0,cd COD,RB,26-320,90,42,31,11,2,0,0,0,9,0,0,0,0,35,0,1,True,IpswichTown_AstonVilla_20240929
Arijanet Muric,1.0,xk KVX,GK,25-327,90,27,23,4,0,0,0,0,0,0,0,0,0,21,0,0,True,IpswichTown_AstonVilla_20240929
Ollie Watkins,11.0,eng ENG,FW,28-274,83,22,21,1,0,0,0,0,0,0,0,0,0,19,0,0,False,IpswichTown_AstonVilla_20240929
Emi Buendía,10.0,ar ARG,AM,27-279,7,5,5,0,0,1,0,0,0,0,0,0,0,4,0,0,False,IpswichTown_AstonVilla_20240929
Jacob Ramsey,41.0,eng ENG,"LW,LM",23-124,90,43,43,0,0,0,0,0,0,0,0,0,0,39,0,0,False,IpswichTown_AstonVilla_20240929
Leon Bailey,31.0,jm JAM,RW,27-051,63,32,31,0,0,0,0,1,0,0,0,0,0,26,1,1,False,IpswichTown_AstonVilla_20240929
Jaden Philogene Bidace,19.0,eng ENG,"RM,RW",22-234,27,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,False,IpswichTown_AstonVilla_20240929
Morgan Rogers,27.0,eng ENG,AM,22-065,63,19,18,1,0,0,0,0,0,0,0,0,0,16,0,0,False,IpswichTown_AstonVilla_20240929
Jáder Durán,9.0,co COL,FW,20-291,27,4,3,1,0,0,0,0,0,0,0,0,0,4,0,0,False,IpswichTown_AstonVilla_20240929
Youri Tielemans,8.0,be BEL,"DM,CM",27-145,83,51,50,1,1,1,0,1,0,0,0,0,0,45,0,1,False,IpswichTown_AstonVilla_20240929
Ross Barkley,6.0,eng ENG,DM,30-299,7,6,6,0,0,0,0,0,0,0,0,0,0,3,0,1,False,IpswichTown_AstonVilla_20240929
Amadou Onana,24.0,be BEL,"DM,CM",23-044,90,55,55,0,0,0,0,0,0,0,0,0,0,50,0,0,False,IpswichTown_AstonVilla_20240929
Lucas Digne,12.0,fr FRA,LB,31-071,83,50,43,7,2,0,0,2,5,0,0,0,0,43,0,3,False,IpswichTown_AstonVilla_20240929
Ian Maatsen,22.0,nl NED,LB,22-203,7,9,8,1,0,0,0,0,1,0,0,0,0,7,0,0,False,IpswichTown_AstonVilla_20240929
Pau Torres,14.0,es ESP,CB,27-257,90,77,75,2,2,1,0,0,0,0,0,0,0,68,0,0,False,IpswichTown_AstonVilla_20240929
Diego Carlos,3.0,br BRA,CB,31-198,90,67,63,4,3,0,0,0,0,0,0,0,0,60,0,0,False,IpswichTown_AstonVilla_20240929
Ezri Konsa,4.0,eng ENG,RB,26-342,90,77,69,8,2,1,0,0,6,0,0,0,0,72,0,1,False,IpswichTown_AstonVilla_20240929
Emiliano Martínez,23.0,ar ARG,GK,32-027,90,38,28,10,1,0,0,0,0,0,0,0,0,31,0,0,False,IpswichTown_AstonVilla_20240929
Joshua Zirkzee,11.0,nl NED,FW,23-130,45,11,11,0,0,0,0,0,0,0,0,0,0,8,0,0,True,ManchesterUtd_Tottenham_20240929
Casemiro,18.0,br BRA,DM,32-219,45,33,31,2,2,1,0,3,0,0,0,0,0,25,0,1,True,ManchesterUtd_Tottenham_20240929
Marcus Rashford,10.0,eng ENG,"LW,FW",26-334,72,23,22,1,0,1,0,3,0,0,0,0,0,16,0,2,True,ManchesterUtd_Tottenham_20240929
Rasmus Højlund,9.0,dk DEN,FW,21-238,18,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,True,ManchesterUtd_Tottenham_20240929
Alejandro Garnacho,17.0,ar ARG,"LW,RW",20-090,90,33,32,1,0,1,2,4,0,1,1,0,0,23,0,4,True,ManchesterUtd_Tottenham_20240929
Bruno Fernandes,8.0,pt POR,AM,30-021,41,24,21,3,1,0,1,1,0,0,0,0,0,18,0,2,True,ManchesterUtd_Tottenham_20240929
Manuel Ugarte,25.0,uy URU,DM,23-171,72,25,24,1,1,0,0,0,0,0,0,0,0,23,0,0,True,ManchesterUtd_Tottenham_20240929
Christian Eriksen,14.0,dk DEN,DM,32-228,18,22,16,6,2,0,0,5,1,2,2,0,0,17,0,1,True,ManchesterUtd_Tottenham_20240929
Kobbie Mainoo,37.0,eng ENG,DM,19-163,44,17,17,0,0,1,0,0,0,0,0,0,0,13,0,1,True,ManchesterUtd_Tottenham_20240929
Mason Mount,7.0,eng ENG,RW,25-263,40,11,7,4,2,0,0,2,0,2,2,0,0,6,0,0,True,ManchesterUtd_Tottenham_20240929
Amad Diallo,16.0,ci CIV,RW,22-080,6,12,12,0,0,0,0,0,0,0,0,0,0,10,0,1,True,ManchesterUtd_Tottenham_20240929
Diogo Dalot,20.0,pt POR,LB,25-195,90,50,46,3,1,0,0,0,2,0,0,0,0,37,1,1,True,ManchesterUtd_Tottenham_20240929
Lisandro Martínez,6.0,ar ARG,CB,26-255,90,47,42,5,1,0,0,1,0,0,0,0,0,41,0,0,True,ManchesterUtd_Tottenham_20240929
Matthijs de Ligt,4.0,nl NED,CB,25-048,90,37,36,1,1,0,0,1,0,0,0,0,0,29,0,1,True,ManchesterUtd_Tottenham_20240929
Noussair Mazraoui,3.0,ma MAR,RB,26-320,90,54,46,8,2,0,0,1,6,0,0,0,0,44,0,2,True,ManchesterUtd_Tottenham_20240929
André Onana,24.0,cm CMR,GK,28-180,90,36,27,8,2,0,0,0,0,0,0,0,0,25,1,0,True,ManchesterUtd_Tottenham_20240929
Dominic Solanke,19.0,eng ENG,FW,27-015,90,18,17,1,0,0,0,1,0,0,0,0,0,15,0,0,False,ManchesterUtd_Tottenham_20240929
Timo Werner,16.0,de GER,LW,28-207,76,35,33,2,1,1,0,3,1,0,0,0,0,24,0,1,False,ManchesterUtd_Tottenham_20240929
Lucas Bergvall,15.0,se SWE,LW,18-240,14,13,12,1,0,0,0,1,0,1,1,0,0,10,0,0,False,ManchesterUtd_Tottenham_20240929
Brennan Johnson,22.0,wls WAL,RW,23-129,75,29,29,0,0,0,0,1,0,0,0,0,0,23,0,2,False,ManchesterUtd_Tottenham_20240929
Mikey Moore,47.0,eng ENG,RW,17-049,15,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,False,ManchesterUtd_Tottenham_20240929
James Maddison,10.0,eng ENG,LM,27-311,76,56,51,5,4,0,0,3,0,1,1,0,0,48,0,1,False,ManchesterUtd_Tottenham_20240929
Pape Matar Sarr,29.0,sn SEN,LM,22-015,14,13,13,0,0,0,0,0,0,0,0,0,0,7,0,0,False,ManchesterUtd_Tottenham_20240929
Rodrigo Bentancur,30.0,uy URU,CM,27-096,90,82,79,3,3,0,0,0,0,0,0,0,0,79,0,0,False,ManchesterUtd_Tottenham_20240929
Dejan Kulusevski,21.0,se SWE,RM,24-157,90,40,39,1,0,1,0,2,0,1,1,0,0,35,0,1,False,ManchesterUtd_Tottenham_20240929
Destiny Udogie,13.0,it ITA,LB,21-306,45,24,20,4,2,0,0,1,2,0,0,0,0,21,0,0,False,ManchesterUtd_Tottenham_20240929
Djed Spence,24.0,eng ENG,LB,24-051,45,20,19,1,0,0,0,1,1,0,0,0,0,17,0,0,False,ManchesterUtd_Tottenham_20240929
Micky van de Ven,37.0,nl NED,CB,23-163,80,91,87,4,2,0,0,0,0,0,0,0,0,88,0,0,False,ManchesterUtd_Tottenham_20240929
Radu Drăgușin,6.0,ro ROU,CB,22-239,10,9,8,1,1,0,0,0,0,0,0,0,0,7,0,0,False,ManchesterUtd_Tottenham_20240929
Cristian Romero,17.0,ar ARG,CB,26-155,90,120,113,6,5,0,1,0,0,0,0,0,0,107,1,1,False,ManchesterUtd_Tottenham_20240929
Pedro Porro,23.0,es ESP,RB,25-016,90,73,61,12,0,0,1,2,12,0,0,0,0,60,0,1,False,ManchesterUtd_Tottenham_20240929
Guglielmo Vicario,1.0,it ITA,GK,27-358,90,51,45,6,0,0,0,0,0,0,0,0,0,49,0,0,False,ManchesterUtd_Tottenham_20240929
Evanilson,9.0,br BRA,FW,24-360,75,14,14,0,0,0,1,0,0,0,0,0,0,11,0,1,True,Bournemouth_Southampton_20240930
Enes Ünal,26.0,tr TUR,FW,27-143,15,4,4,0,0,0,0,1,0,0,0,0,0,3,0,0,True,Bournemouth_Southampton_20240930
Dango Ouattara,11.0,bf BFA,LW,22-232,60,17,16,1,0,0,1,2,1,0,0,0,0,8,0,1,True,Bournemouth_Southampton_20240930
Justin Kluivert,19.0,nl NED,FW,25-148,30,9,9,0,0,0,0,0,0,0,0,0,0,5,0,0,True,Bournemouth_Southampton_20240930
Antoine Semenyo,24.0,gh GHA,"RW,RM",24-267,88,21,18,3,0,0,0,0,3,0,0,0,0,18,0,0,True,Bournemouth_Southampton_20240930
Luis Sinisterra,17.0,co COL,RM,25-105,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,Bournemouth_Southampton_20240930
Marcus Tavernier,16.0,eng ENG,"AM,LM",25-192,75,27,17,9,4,1,0,4,0,3,2,0,0,18,1,0,True,Bournemouth_Southampton_20240930
