player,shirtnumber,nationality,position,age,minutes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,home,game_id
Nick Pope,1.0,engENG,GK,33-147,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,NewcastleUtd_Wolves_20250913
Hwang Hee-chan,11.0,krKOR,FW,29-230,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,NewcastleUtd_Wolves_20250913
Fer López,28.0,esESP,FW,21-112,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,NewcastleUtd_Wolves_20250913
Tolu Arokodare,14.0,ngNGA,FW,24-294,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,False,NewcastleUtd_Wolves_20250913
Jhon Arias,10.0,coCOL,FW,27-357,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,False,NewcastleUtd_Wolves_20250913
Ladislav Krejčí,37.0,czCZE,"CM,CB",26-146,90.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,2.0,0.0,2.0,0.0,1.0,3.0,0.0,False,NewcastleUtd_Wolves_20250913
João Gomes,8.0,brBRA,CM,24-213,90.0,3.0,2.0,1.0,2.0,0.0,3.0,5.0,60.0,2.0,0.0,0.0,0.0,2.0,5.0,6.0,0.0,False,NewcastleUtd_Wolves_20250913
André,7.0,brBRA,CM,24-059,65.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,False,NewcastleUtd_Wolves_20250913
Marshall Munetsi,5.0,zwZIM,CM,29-083,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,NewcastleUtd_Wolves_20250913
Rodrigo Gomes,21.0,ptPOR,WB,22-068,76.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,False,NewcastleUtd_Wolves_20250913
Jackson Tchatchoua,38.0,cmCMR,WB,23-364,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,False,NewcastleUtd_Wolves_20250913
Hugo Bueno,3.0,esESP,WB,22-360,90.0,6.0,2.0,4.0,2.0,0.0,4.0,6.0,66.7,2.0,0.0,0.0,0.0,1.0,7.0,5.0,0.0,False,NewcastleUtd_Wolves_20250913
Toti Gomes,24.0,ptPOR,CB,26-240,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,False,NewcastleUtd_Wolves_20250913
Yerson Mosquera,15.0,coCOL,CB,24-134,65.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,1.0,3.0,4.0,1.0,0.0,False,NewcastleUtd_Wolves_20250913
Jean-Ricner Bellegarde,27.0,htHAI,CM,27-078,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,NewcastleUtd_Wolves_20250913
Emmanuel Agbadou,12.0,ciCIV,CB,28-088,90.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,100.0,0.0,5.0,4.0,1.0,2.0,4.0,7.0,0.0,False,NewcastleUtd_Wolves_20250913
Sam Johnstone,31.0,engENG,GK,32-172,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,False,NewcastleUtd_Wolves_20250913
Rodrigo Muniz,9.0,brBRA,FW,24-132,83.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,True,Fulham_LeedsUnited_20250913
Raúl Jiménez,7.0,mxMEX,FW,34-131,7.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,True,Fulham_LeedsUnited_20250913
Alex Iwobi,17.0,ngNGA,LW,29-133,75.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,True,Fulham_LeedsUnited_20250913
Kevin,22.0,brBRA,LW,22-252,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,True,Fulham_LeedsUnited_20250913
Harry Wilson,8.0,wlsWAL,RW,28-175,59.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,True,Fulham_LeedsUnited_20250913
Adama Traoré,11.0,esESP,RW,29-231,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Fulham_LeedsUnited_20250913
Joshua King,24.0,engENG,AM,18-253,59.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,True,Fulham_LeedsUnited_20250913
Emile Smith Rowe,32.0,engENG,AM,25-047,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Fulham_LeedsUnited_20250913
Sander Berge,16.0,noNOR,DM,27-211,83.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,100.0,0.0,2.0,2.0,0.0,1.0,4.0,2.0,0.0,True,Fulham_LeedsUnited_20250913
Tom Cairney,10.0,sctSCO,DM,34-236,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Fulham_LeedsUnited_20250913
Saša Lukić,20.0,rsSRB,DM,29-031,90.0,4.0,4.0,3.0,1.0,0.0,4.0,4.0,100.0,0.0,4.0,1.0,3.0,1.0,5.0,1.0,0.0,True,Fulham_LeedsUnited_20250913
Ryan Sessegnon,30.0,engENG,LB,25-118,90.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,True,Fulham_LeedsUnited_20250913
Calvin Bassey,3.0,ngNGA,CB,25-256,90.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,1.0,0.0,0.0,2.0,5.0,0.0,True,Fulham_LeedsUnited_20250913
Joachim Andersen,5.0,dkDEN,CB,29-105,90.0,3.0,2.0,3.0,0.0,0.0,2.0,3.0,66.7,1.0,0.0,0.0,0.0,1.0,4.0,8.0,0.0,True,Fulham_LeedsUnited_20250913
Kenny Tete,2.0,nlNED,RB,29-339,90.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,2.0,5.0,2.0,0.0,True,Fulham_LeedsUnited_20250913
Bernd Leno,1.0,deGER,GK,33-193,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Fulham_LeedsUnited_20250913
Dominic Calvert-Lewin,9.0,engENG,FW,28-181,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,False,Fulham_LeedsUnited_20250913
Lukas Nmecha,14.0,deGER,FW,26-273,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Fulham_LeedsUnited_20250913
Noah Okafor,19.0,chSUI,LW,25-112,68.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,False,Fulham_LeedsUnited_20250913
Jack Harrison,20.0,engENG,LW,28-297,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Fulham_LeedsUnited_20250913
Brenden Aaronson,11.0,usUSA,RW,24-326,76.0,5.0,3.0,4.0,0.0,1.0,3.0,4.0,75.0,1.0,2.0,0.0,2.0,0.0,5.0,3.0,0.0,False,Fulham_LeedsUnited_20250913
Daniel James,7.0,wlsWAL,RW,27-307,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,False,Fulham_LeedsUnited_20250913
Wilfried Gnonto,29.0,itITA,RW,21-312,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Fulham_LeedsUnited_20250913
Anton Stach,18.0,deGER,LM,26-302,90.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,False,Fulham_LeedsUnited_20250913
Ethan Ampadu,4.0,wlsWAL,CM,24-364,90.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,False,Fulham_LeedsUnited_20250913
Sean Longstaff,8.0,engENG,RM,27-318,90.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,33.3,2.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,False,Fulham_LeedsUnited_20250913
Gabriel Gudmundsson,3.0,seSWE,LB,26-137,90.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,False,Fulham_LeedsUnited_20250913
Pascal Struijk,5.0,nlNED,CB,26-033,90.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,False,Fulham_LeedsUnited_20250913
Joe Rodon,6.0,wlsWAL,CB,27-326,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,10.0,0.0,False,Fulham_LeedsUnited_20250913
Jayden Bogle,2.0,engENG,RB,25-048,90.0,3.0,1.0,2.0,1.0,0.0,1.0,2.0,50.0,1.0,2.0,0.0,2.0,1.0,4.0,3.0,0.0,False,Fulham_LeedsUnited_20250913
Karl Darlow,26.0,wlsWAL,GK,34-340,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Fulham_LeedsUnited_20250913
Jean-Philippe Mateta,14.0,frFRA,FW,28-077,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,2.0,2.0,3.0,0.0,True,CrystalPalace_Sunderland_20250913
Daichi Kamada,18.0,jpJPN,"AM,CM",29-039,90.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,True,CrystalPalace_Sunderland_20250913
Yeremi Pino,10.0,esESP,AM,22-328,83.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,25.0,3.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,True,CrystalPalace_Sunderland_20250913
Christantus Uche,12.0,ngNGA,AM,22-117,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,CrystalPalace_Sunderland_20250913
Jefferson Lerma,8.0,coCOL,CM,30-323,68.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,True,CrystalPalace_Sunderland_20250913
Justin Devenny,55.0,nirNIR,AM,21-337,22.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,True,CrystalPalace_Sunderland_20250913
Will Hughes,19.0,engENG,CM,30-149,90.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,True,CrystalPalace_Sunderland_20250913
Tyrick Mitchell,3.0,engENG,WB,26-012,90.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,100.0,0.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,True,CrystalPalace_Sunderland_20250913
Daniel Muñoz,2.0,coCOL,WB,29-110,90.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,True,CrystalPalace_Sunderland_20250913
Marc Guéhi,6.0,engENG,CB,25-062,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,True,CrystalPalace_Sunderland_20250913
Maxence Lacroix,5.0,frFRA,CB,25-160,90.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,True,CrystalPalace_Sunderland_20250913
Chris Richards,26.0,usUSA,CB,25-169,90.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,33.3,2.0,2.0,0.0,2.0,0.0,1.0,4.0,0.0,True,CrystalPalace_Sunderland_20250913
Dean Henderson,1.0,engENG,GK,28-185,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,CrystalPalace_Sunderland_20250913
Wilson Isidor,18.0,frFRA,"FW,LW",25-017,89.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,False,CrystalPalace_Sunderland_20250913
Chris Rigg,11.0,engENG,LW,18-087,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,CrystalPalace_Sunderland_20250913
Simon Adingra,24.0,ciCIV,LW,23-255,68.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,CrystalPalace_Sunderland_20250913
Brian Brobbey,9.0,nlNED,FW,23-224,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,CrystalPalace_Sunderland_20250913
Chemsdine Talbi,7.0,maMAR,RW,20-127,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,False,CrystalPalace_Sunderland_20250913
Noah Sadiki,27.0,cdCOD,LM,20-270,83.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,False,CrystalPalace_Sunderland_20250913
Lutsharel Geertruida,6.0,nlNED,LM,25-057,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,CrystalPalace_Sunderland_20250913
Granit Xhaka,34.0,chSUI,CM,32-351,90.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,2.0,4.0,8.0,0.0,False,CrystalPalace_Sunderland_20250913
Habib Diarra,19.0,snSEN,RM,21-253,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,False,CrystalPalace_Sunderland_20250913
Reinildo Mandava,17.0,mzMOZ,LB,31-235,90.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,False,CrystalPalace_Sunderland_20250913
Omar Alderete,15.0,pyPAR,CB,28-261,90.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,50.0,1.0,2.0,2.0,0.0,3.0,5.0,3.0,0.0,False,CrystalPalace_Sunderland_20250913
Nordi Mukiele,20.0,frFRA,CB,27-316,90.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,5.0,7.0,0.0,False,CrystalPalace_Sunderland_20250913
Trai Hume,32.0,nirNIR,RB,23-179,90.0,3.0,2.0,1.0,2.0,0.0,2.0,2.0,100.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,0.0,False,CrystalPalace_Sunderland_20250913
Robin Roefs,22.0,nlNED,GK,22-239,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,CrystalPalace_Sunderland_20250913
Beto,9.0,gwGNB,FW,27-225,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,True,Everton_AstonVilla_20250913
Thierno Barry,11.0,frFRA,FW,22-327,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Everton_AstonVilla_20250913
Jack Grealish,18.0,engENG,LW,30-003,90.0,3.0,3.0,0.0,1.0,2.0,1.0,1.0,100.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,True,Everton_AstonVilla_20250913
Iliman Ndiaye,10.0,snSEN,RW,25-191,90.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,True,Everton_AstonVilla_20250913
Kiernan Dewsbury-Hall,22.0,engENG,AM,27-007,90.0,3.0,1.0,0.0,2.0,1.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,True,Everton_AstonVilla_20250913
Tim Iroegbunam,42.0,engENG,DM,22-075,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,True,Everton_AstonVilla_20250913
Merlin Röhl,34.0,deGER,DM,23-070,25.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,True,Everton_AstonVilla_20250913
Idrissa Gana Gueye,27.0,snSEN,DM,35-352,90.0,2.0,2.0,0.0,1.0,1.0,2.0,3.0,66.7,1.0,3.0,0.0,3.0,2.0,4.0,0.0,0.0,True,Everton_AstonVilla_20250913
James Garner,37.0,engENG,LB,24-184,90.0,4.0,3.0,4.0,0.0,0.0,1.0,1.0,100.0,0.0,3.0,1.0,2.0,0.0,4.0,1.0,0.0,True,Everton_AstonVilla_20250913
Michael Keane,5.0,engENG,CB,32-245,90.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,True,Everton_AstonVilla_20250913
James Tarkowski,6.0,engENG,CB,32-298,90.0,4.0,1.0,3.0,1.0,0.0,4.0,4.0,100.0,0.0,2.0,2.0,0.0,1.0,5.0,4.0,0.0,True,Everton_AstonVilla_20250913
Jake O'Brien,15.0,ieIRL,RB,24-121,90.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0.0,2.0,4.0,0.0,True,Everton_AstonVilla_20250913
Jordan Pickford,1.0,engENG,GK,31-190,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,Everton_AstonVilla_20250913
Ollie Watkins,11.0,engENG,FW,29-257,82.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,False,Everton_AstonVilla_20250913
Donyell Malen,17.0,nlNED,FW,26-247,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,Everton_AstonVilla_20250913
Emi Buendía,10.0,arARG,LW,28-262,70.0,2.0,2.0,1.0,0.0,1.0,2.0,3.0,66.7,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,False,Everton_AstonVilla_20250913
Harvey Elliott,9.0,engENG,"AM,LW",22-162,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,False,Everton_AstonVilla_20250913
John McGinn,7.0,sctSCO,"DM,RW",30-330,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,False,Everton_AstonVilla_20250913
Morgan Rogers,27.0,engENG,"AM,LW",23-049,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,False,Everton_AstonVilla_20250913
Youri Tielemans,8.0,beBEL,DM,28-129,45.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Everton_AstonVilla_20250913
Evann Guessand,29.0,ciCIV,RW,24-074,45.0,4.0,1.0,3.0,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,False,Everton_AstonVilla_20250913
Lamare Bogarde,26.0,nlNED,DM,21-251,82.0,3.0,3.0,2.0,1.0,0.0,1.0,1.0,100.0,0.0,2.0,1.0,1.0,0.0,3.0,3.0,1.0,False,Everton_AstonVilla_20250913
Victor Lindelöf,3.0,seSWE,DM,31-058,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Everton_AstonVilla_20250913
Lucas Digne,12.0,frFRA,LB,32-055,90.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,33.3,2.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,False,Everton_AstonVilla_20250913
Tyrone Mings,5.0,engENG,CB,32-184,90.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,4.0,4.0,0.0,0.0,1.0,8.0,0.0,False,Everton_AstonVilla_20250913
Ezri Konsa,4.0,engENG,CB,27-325,90.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,False,Everton_AstonVilla_20250913
Matty Cash,2.0,plPOL,RB,28-037,90.0,3.0,1.0,3.0,0.0,0.0,1.0,3.0,33.3,2.0,2.0,1.0,1.0,0.0,3.0,2.0,0.0,False,Everton_AstonVilla_20250913
Emiliano Martínez,23.0,arARG,GK,33-011,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,Everton_AstonVilla_20250913
Evanilson,9.0,brBRA,FW,25-342,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,True,Bournemouth_Brighton_20250913
Julio Soler,6.0,arARG,LW,20-209,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Bournemouth_Brighton_20250913
David Brooks,7.0,wlsWAL,LW,28-067,66.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,True,Bournemouth_Brighton_20250913
Amine Adli,21.0,maMAR,"AM,RW,LW",25-126,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,True,Bournemouth_Brighton_20250913
Antoine Semenyo,24.0,ghGHA,"RW,FW",25-249,90.0,3.0,3.0,2.0,0.0,1.0,1.0,2.0,50.0,1.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,True,Bournemouth_Brighton_20250913
Marcus Tavernier,16.0,engENG,"AM,DM",26-175,86.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,True,Bournemouth_Brighton_20250913
Lewis Cook,4.0,engENG,"DM,AM",28-222,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,Bournemouth_Brighton_20250913
Alex Scott,8.0,engENG,DM,22-023,66.0,6.0,4.0,2.0,3.0,1.0,3.0,4.0,75.0,1.0,1.0,0.0,1.0,0.0,6.0,1.0,0.0,True,Bournemouth_Brighton_20250913
Justin Kluivert,19.0,nlNED,"LW,DM,AM",26-131,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,Bournemouth_Brighton_20250913
Tyler Adams,12.0,usUSA,DM,26-211,90.0,2.0,2.0,2.0,0.0,0.0,2.0,3.0,66.7,1.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,True,Bournemouth_Brighton_20250913
Adrien Truffert,3.0,frFRA,LB,23-297,90.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,4.0,0.0,True,Bournemouth_Brighton_20250913
Marcos Senesi,5.0,arARG,CB,28-126,90.0,3.0,2.0,2.0,1.0,0.0,1.0,1.0,100.0,0.0,2.0,2.0,0.0,0.0,3.0,7.0,0.0,True,Bournemouth_Brighton_20250913
Veljko Milosavljević,44.0,rsSRB,CB,18-077,90.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,1.0,2.0,9.0,0.0,True,Bournemouth_Brighton_20250913
James Hill,23.0,engENG,RB,23-246,86.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,True,Bournemouth_Brighton_20250913
Álex Jiménez,20.0,esESP,RB,20-128,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,True,Bournemouth_Brighton_20250913
Đorđe Petrović,1.0,rsSRB,GK,25-340,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,True,Bournemouth_Brighton_20250913
Danny Welbeck,18.0,engENG,FW,34-291,66.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,False,Bournemouth_Brighton_20250913
Stefanos Tzimas,9.0,grGRE,FW,19-250,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Bournemouth_Brighton_20250913
Kaoru Mitoma,22.0,jpJPN,LW,28-116,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,False,Bournemouth_Brighton_20250913
Yankuba Minteh,11.0,gmGAM,RW,21-053,90.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,False,Bournemouth_Brighton_20250913
Georginio Rutter,10.0,frFRA,AM,23-146,66.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,False,Bournemouth_Brighton_20250913
Brajan Gruda,8.0,deGER,AM,21-105,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Bournemouth_Brighton_20250913
