player,shirtnumber,nationality,position,age,minutes,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,home,game_id
Kiernan Dewsbury-Hall,22,engENG,"AM,DM",26-346,90,27,35,77.1,440,109,13,16,81.3,12,14,85.7,2,4,50.0,0,0.2,0.2,1,1,2,1,2,False,LeedsUnited_Everton_20250818
Idrissa Gana Gueye,27,snSEN,DM,35-326,90,42,50,84.0,681,178,20,22,90.9,20,24,83.3,2,4,50.0,0,0.1,0.1,1,3,2,1,6,False,LeedsUnited_Everton_20250818
Tim Iroegbunam,42,engENG,DM,22-049,70,14,17,82.4,227,54,5,7,71.4,9,9,100.0,0,0,,0,0.0,0.0,0,1,0,0,1,False,LeedsUnited_Everton_20250818
Jack Grealish,18,engENG,LW,29-342,20,9,11,81.8,130,53,6,6,100.0,3,4,75.0,0,0,,0,0.0,0.0,0,2,0,0,2,False,LeedsUnited_Everton_20250818
James Garner,37,engENG,LB,24-158,90,50,60,83.3,863,246,23,26,88.5,23,28,82.1,4,5,80.0,0,0.0,0.0,0,6,0,0,6,False,LeedsUnited_Everton_20250818
Michael Keane,5,engENG,CB,32-219,90,49,56,87.5,1040,350,11,13,84.6,33,35,94.3,5,7,71.4,0,0.0,0.0,0,1,0,0,1,False,LeedsUnited_Everton_20250818
James Tarkowski,6,engENG,CB,32-272,90,50,62,80.6,1123,364,10,11,90.9,33,36,91.7,7,14,50.0,0,0.0,0.0,0,5,0,0,7,False,LeedsUnited_Everton_20250818
Jake O'Brien,15,ieIRL,RB,24-095,90,23,43,53.5,437,104,9,12,75.0,11,23,47.8,3,5,60.0,0,0.0,0.0,0,2,0,0,2,False,LeedsUnited_Everton_20250818
Jordan Pickford,1,engENG,GK,31-164,90,43,59,72.9,1177,790,7,7,100.0,24,24,100.0,12,28,42.9,0,0.0,0.0,0,3,0,0,0,False,LeedsUnited_Everton_20250818
Niclas Füllkrug,11,deGER,FW,32-194,45,6,10,60.0,151,26,1,4,25.0,2,2,100.0,2,3,66.7,0,0.1,0.0,1,0,0,0,0,True,WestHam_Chelsea_20250822
Callum Wilson,9,engENG,FW,33-176,45,6,7,85.7,84,14,3,4,75.0,3,3,100.0,0,0,,0,0.0,0.0,1,0,0,0,0,True,WestHam_Chelsea_20250822
Jarrod Bowen,20,engENG,"FW,RW",28-245,90,25,32,78.1,352,27,11,13,84.6,11,13,84.6,0,1,0.0,0,0.0,0.1,1,1,0,0,2,True,WestHam_Chelsea_20250822
Lucas Paquetá,10,brBRA,"AM,LW",27-360,90,49,57,86.0,723,202,28,28,100.0,15,19,78.9,4,5,80.0,0,0.0,0.1,1,8,2,0,9,True,WestHam_Chelsea_20250822
Tomáš Souček,28,czCZE,"CM,DM",30-176,69,19,25,76.0,276,76,13,16,81.3,5,7,71.4,1,1,100.0,0,0.0,0.0,0,2,0,0,3,True,WestHam_Chelsea_20250822
Kyle Walker-Peters,2,engENG,WB,28-131,21,17,19,89.5,207,79,13,13,100.0,2,3,66.7,1,2,50.0,0,0.0,0.0,0,1,0,0,1,True,WestHam_Chelsea_20250822
James Ward-Prowse,8,engENG,"CM,DM",30-294,90,45,52,86.5,732,328,22,22,100.0,15,17,88.2,5,8,62.5,0,0.3,0.3,4,4,1,0,5,True,WestHam_Chelsea_20250822
El Hadji Malick Diouf,12,snSEN,"WB,LB",20-237,90,35,41,85.4,515,209,21,23,91.3,10,11,90.9,2,3,66.7,1,0.0,0.0,1,1,1,0,1,True,WestHam_Chelsea_20250822
Aaron Wan-Bissaka,29,cdCOD,"WB,RB,CB",27-269,90,32,36,88.9,490,190,16,17,94.1,11,12,91.7,3,4,75.0,0,0.1,0.1,1,2,2,2,1,True,WestHam_Chelsea_20250822
Nayef Aguerd,5,maMAR,CB,29-145,90,43,47,91.5,687,319,22,22,100.0,19,20,95.0,1,4,25.0,0,0.0,0.0,0,4,0,0,4,True,WestHam_Chelsea_20250822
Max Kilman,3,engENG,CB,28-091,90,28,28,100.0,479,82,10,10,100.0,16,16,100.0,1,1,100.0,0,0.0,0.0,0,1,0,0,2,True,WestHam_Chelsea_20250822
Jean-Clair Todibo,25,frFRA,CB,25-235,45,18,19,94.7,296,76,7,7,100.0,10,11,90.9,1,1,100.0,0,0.0,0.0,0,0,0,0,0,True,WestHam_Chelsea_20250822
Freddie Potts,32,engENG,"CM,AM",21-344,45,24,31,77.4,330,140,11,13,84.6,10,13,76.9,0,0,,0,0.0,0.0,0,0,0,0,0,True,WestHam_Chelsea_20250822
Mads Hermansen,1,dkDEN,GK,25-042,90,24,36,66.7,660,463,4,4,100.0,14,14,100.0,6,18,33.3,0,0.0,0.0,0,2,0,0,0,True,WestHam_Chelsea_20250822
Liam Delap,9,engENG,FW,22-195,61,6,8,75.0,92,28,3,3,100.0,3,5,60.0,0,0,,0,0.0,0.0,0,0,0,0,1,False,WestHam_Chelsea_20250822
Andrey Santos,17,brBRA,AM,21-111,29,10,11,90.9,150,47,6,6,100.0,4,4,100.0,0,1,0.0,0,0.0,0.0,1,1,0,0,2,False,WestHam_Chelsea_20250822
Pedro Neto,7,ptPOR,"LW,RW",25-166,90,21,36,58.3,351,74,12,17,70.6,7,10,70.0,2,8,25.0,0,0.1,0.2,1,0,1,0,2,False,WestHam_Chelsea_20250822
Estêvão Willian,41,brBRA,RW,18-120,76,27,33,81.8,399,43,16,20,80.0,11,11,100.0,0,0,,1,0.8,0.6,1,1,1,0,2,False,WestHam_Chelsea_20250822
Jamie Gittens,11,engENG,LW,21-014,14,5,6,83.3,89,8,4,4,100.0,0,0,,1,1,100.0,0,0.0,0.0,0,0,0,0,0,False,WestHam_Chelsea_20250822
João Pedro,20,brBRA,"AM,FW",23-330,90,23,27,85.2,297,53,18,19,94.7,3,4,75.0,1,1,100.0,2,0.7,0.1,2,1,0,0,0,False,WestHam_Chelsea_20250822
Enzo Fernández,8,arARG,DM,24-217,90,55,67,82.1,863,143,33,38,86.8,19,22,86.4,3,5,60.0,0,0.0,0.0,0,3,0,0,3,False,WestHam_Chelsea_20250822
Moisés Caicedo,25,ecECU,DM,23-293,90,71,77,92.2,1189,390,33,34,97.1,36,39,92.3,2,4,50.0,0,0.0,0.0,0,8,0,0,7,False,WestHam_Chelsea_20250822
Marc Cucurella,3,esESP,LB,27-031,68,67,76,88.2,1117,295,31,32,96.9,32,35,91.4,4,8,50.0,1,0.3,0.3,1,5,0,0,3,False,WestHam_Chelsea_20250822
Jorrel Hato,21,nlNED,LB,19-168,22,13,13,100.0,226,26,4,4,100.0,8,8,100.0,1,1,100.0,0,0.0,0.0,0,2,0,0,2,False,WestHam_Chelsea_20250822
