Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Succ,home,game_id
Eberechi Eze,10.0,eng ENG,"AM,LW",27-091,90,0,0,0,0,4,2,0,0,43,0,0,0,0.4,0.4,0.0,3,0,28,35,80.0,5,24,0,2,False,NewcastleUtd_Arsenal_20250928
Declan Rice,41.0,eng ENG,"DM,CM",26-257,90,0,1,0,0,0,0,0,0,101,3,0,1,0.0,0.0,0.4,8,1,79,96,82.3,10,57,2,1,False,NewcastleUtd_Arsenal_20250928
Martín Zubimendi,36.0,es ESP,"DM,LM",26-238,81,0,0,0,0,0,0,0,0,68,3,2,1,0.0,0.0,0.5,4,0,54,60,90.0,8,37,0,0,False,NewcastleUtd_Arsenal_20250928
Martin Ødegaard,8.0,no NOR,LM,26-285,9,0,1,0,0,0,0,0,0,20,0,0,0,0.0,0.0,0.2,3,2,18,20,90.0,6,14,1,0,False,NewcastleUtd_Arsenal_20250928
Riccardo Calafiori,33.0,it ITA,LB,23-132,69,0,0,0,0,2,0,1,0,43,0,0,1,0.1,0.1,0.0,1,0,27,35,77.1,2,19,1,0,False,NewcastleUtd_Arsenal_20250928
Mikel Merino,23.0,es ESP,RM,29-098,21,1,0,0,0,1,1,0,0,8,1,1,0,0.1,0.1,0.0,1,0,2,5,40.0,0,3,0,0,False,NewcastleUtd_Arsenal_20250928
Gabriel Magalhães,6.0,br BRA,CB,27-283,90,1,0,0,0,1,1,0,0,81,3,3,2,0.2,0.2,0.0,0,0,53,60,88.3,6,44,1,0,False,NewcastleUtd_Arsenal_20250928
Cristhian Mosquera,3.0,es ESP,CB,21-093,45,0,0,0,0,0,0,0,0,29,0,3,0,0.0,0.0,0.0,0,0,21,24,87.5,0,18,0,0,False,NewcastleUtd_Arsenal_20250928
William Saliba,2.0,fr FRA,CB,24-188,45,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.1,1,0,31,36,86.1,1,22,0,0,False,NewcastleUtd_Arsenal_20250928
Jurriën Timber,12.0,nl NED,RB,24-103,90,0,0,0,0,2,1,0,0,63,2,1,1,0.5,0.5,0.2,4,0,42,49,85.7,8,35,1,3,False,NewcastleUtd_Arsenal_20250928
David Raya,1.0,es ESP,GK,30-013,90,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,0,0,19,37,51.4,1,20,0,0,False,NewcastleUtd_Arsenal_20250928
Beto,9.0,gw GNB,FW,27-241,68,0,0,0,0,1,1,0,0,15,1,0,0,0.2,0.2,0.0,0,0,3,5,60.0,0,7,0,0,True,Everton_WestHam_20250929
Thierno Barry,11.0,fr FRA,FW,22-343,22,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,1,0,0,True,Everton_WestHam_20250929
Jack Grealish,18.0,eng ENG,LW,30-019,90,0,0,0,0,0,0,0,0,55,1,1,1,0.0,0.0,0.3,4,0,35,41,85.4,6,36,8,1,True,Everton_WestHam_20250929
Iliman Ndiaye,10.0,sn SEN,RW,25-207,80,0,0,0,0,1,1,0,0,45,1,0,1,0.1,0.1,0.1,6,0,26,35,74.3,3,29,3,1,True,Everton_WestHam_20250929
Tyler Dibling,20.0,eng ENG,RW,19-201,10,0,0,0,0,0,0,0,0,6,1,0,0,0.0,0.0,0.0,1,0,3,3,100.0,0,4,1,1,True,Everton_WestHam_20250929
Kiernan Dewsbury-Hall,22.0,eng ENG,AM,27-023,90,0,0,0,0,2,0,1,0,53,0,1,1,0.1,0.1,0.1,6,1,29,43,67.4,6,40,3,1,True,Everton_WestHam_20250929
Idrissa Gana Gueye,27.0,sn SEN,DM,36-003,90,0,0,0,0,1,0,0,0,72,1,1,2,0.0,0.0,0.0,2,0,60,64,93.8,9,51,0,0,True,Everton_WestHam_20250929
James Garner,37.0,eng ENG,DM,24-200,90,0,1,0,0,5,3,0,0,82,2,1,1,0.2,0.2,0.0,3,1,53,65,81.5,10,50,1,0,True,Everton_WestHam_20250929
Vitaliy Mykolenko,16.0,ua UKR,LB,26-123,90,0,0,0,0,0,0,1,0,66,0,1,3,0.0,0.0,0.0,0,0,40,54,74.1,7,39,1,0,True,Everton_WestHam_20250929
Michael Keane,5.0,eng ENG,CB,32-261,90,1,0,0,0,1,1,0,0,68,1,0,3,0.0,0.0,0.0,0,0,44,52,84.6,2,39,0,0,True,Everton_WestHam_20250929
James Tarkowski,6.0,eng ENG,CB,32-314,90,0,0,0,0,0,0,1,0,56,0,0,1,0.0,0.0,0.2,1,0,40,45,88.9,4,29,1,0,True,Everton_WestHam_20250929
Jake O'Brien,15.0,ie IRL,RB,24-137,90,0,0,0,0,1,0,0,0,60,2,0,1,0.0,0.0,0.0,0,0,36,47,76.6,2,26,3,0,True,Everton_WestHam_20250929
Jordan Pickford,1.0,eng ENG,GK,31-206,90,0,0,0,0,0,0,0,0,38,1,0,0,0.0,0.0,0.0,0,0,28,35,80.0,0,27,0,0,True,Everton_WestHam_20250929
Niclas Füllkrug,11.0,de GER,FW,32-232,89,0,0,0,0,2,1,0,0,36,1,1,0,0.2,0.2,0.3,2,0,16,24,66.7,2,15,0,0,False,Everton_WestHam_20250929
Andy Irving,39.0,sct SCO,LM,25-139,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,False,Everton_WestHam_20250929
Crysencio Summerville,7.0,nl NED,LM,23-334,76,0,0,0,0,3,1,0,0,51,0,0,3,0.5,0.5,0.1,8,1,28,31,90.3,2,33,5,3,False,Everton_WestHam_20250929
Luis Guilherme,17.0,br BRA,"LM,FW",19-232,14,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,5,5,100.0,0,6,0,0,False,Everton_WestHam_20250929
Lucas Paquetá,10.0,br BRA,CM,28-033,89,0,0,0,0,1,0,0,0,73,2,1,1,0.0,0.0,0.2,3,0,40,57,70.2,12,39,1,0,False,Everton_WestHam_20250929
Igor,5.0,br BRA,CB,27-234,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,False,Everton_WestHam_20250929
Mateus Fernandes,18.0,pt POR,CM,21-081,90,0,0,0,0,2,0,0,0,55,2,0,2,0.1,0.1,0.0,2,0,40,43,93.0,3,35,0,0,False,Everton_WestHam_20250929
Jarrod Bowen,20.0,eng ENG,RM,28-283,90,1,0,0,0,3,1,0,0,31,0,2,0,0.1,0.1,0.0,3,0,18,25,72.0,1,23,3,0,False,Everton_WestHam_20250929
Soungoutou Magassa,27.0,fr FRA,DM,21-356,58,0,0,0,0,0,0,1,0,40,2,0,1,0.0,0.0,0.0,0,0,28,32,87.5,2,24,0,1,False,Everton_WestHam_20250929
Freddie Potts,32.0,eng ENG,"DM,CM",22-017,32,0,0,0,0,0,0,0,0,25,2,0,0,0.0,0.0,0.0,0,0,15,18,83.3,1,10,0,0,False,Everton_WestHam_20250929
El Hadji Malick Diouf,12.0,sn SEN,LB,20-275,90,0,0,0,0,1,0,0,0,69,1,1,0,0.0,0.0,0.0,1,0,36,59,61.0,6,36,2,0,False,Everton_WestHam_20250929
Max Kilman,3.0,eng ENG,CB,28-129,90,0,0,0,0,0,0,1,0,43,3,0,1,0.0,0.0,0.1,1,0,28,29,96.6,2,15,0,0,False,Everton_WestHam_20250929
Konstantinos Mavropanos,15.0,gr GRE,CB,27-292,90,0,0,0,0,2,0,1,0,65,1,0,0,0.1,0.1,0.0,0,0,42,51,82.4,5,39,1,0,False,Everton_WestHam_20250929
Kyle Walker-Peters,2.0,eng ENG,RB,28-169,90,0,0,0,0,0,0,1,0,58,2,0,1,0.0,0.0,0.1,2,0,41,52,78.8,5,34,0,0,False,Everton_WestHam_20250929
Alphonse Areola,23.0,fr FRA,GK,32-214,90,0,0,0,0,0,0,0,0,40,0,1,0,0.0,0.0,0.0,0,0,25,38,65.8,0,29,0,0,False,Everton_WestHam_20250929
Evanilson,9.0,br BRA,FW,25-362,90,0,0,0,0,2,1,0,0,24,0,0,0,0.2,0.2,0.1,1,0,13,14,92.9,0,14,0,1,True,Bournemouth_Fulham_20251003
Antoine Semenyo,24.0,gh GHA,"LW,WB",25-269,90,2,1,0,0,3,3,0,0,56,1,0,3,0.7,0.7,0.0,3,2,30,44,68.2,7,29,5,1,True,Bournemouth_Fulham_20251003
David Brooks,7.0,wls WAL,"RW,WB",28-087,84,0,0,0,0,0,0,0,0,54,0,1,2,0.0,0.0,0.0,0,0,31,43,72.1,3,30,5,2,True,Bournemouth_Fulham_20251003
Veljko Milosavljević,44.0,rs SRB,CB,18-097,6,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,1,0,0,True,Bournemouth_Fulham_20251003
Marcus Tavernier,16.0,eng ENG,AM,26-195,60,0,0,0,0,0,0,0,0,35,0,0,2,0.0,0.0,0.1,3,0,22,26,84.6,7,18,2,0,True,Bournemouth_Fulham_20251003
Justin Kluivert,19.0,nl NED,AM,26-151,30,1,0,0,0,1,1,0,0,22,2,0,1,0.0,0.0,0.0,2,1,15,17,88.2,0,13,3,1,True,Bournemouth_Fulham_20251003
Alex Scott,8.0,eng ENG,"DM,CM",22-043,90,0,0,0,0,3,0,0,0,84,2,4,0,0.2,0.2,0.0,0,0,61,72,84.7,4,42,5,0,True,Bournemouth_Fulham_20251003
Tyler Adams,12.0,us USA,DM,26-231,77,0,0,0,0,1,1,0,0,68,0,2,0,0.0,0.0,0.0,1,0,54,62,87.1,12,39,3,0,True,Bournemouth_Fulham_20251003
Ryan Christie,10.0,sct SCO,"DM,CM",30-223,13,0,0,0,0,0,0,0,0,15,1,0,0,0.0,0.0,0.0,1,1,10,12,83.3,0,11,0,2,True,Bournemouth_Fulham_20251003
Adrien Truffert,3.0,fr FRA,"LB,CB",23-317,90,0,1,0,0,1,0,0,0,82,1,0,1,0.0,0.0,0.1,2,1,59,72,81.9,5,40,2,2,True,Bournemouth_Fulham_20251003
Marcos Senesi,5.0,ar ARG,CB,28-146,77,0,0,0,0,0,0,0,0,80,0,0,2,0.0,0.0,0.0,2,0,62,73,84.9,7,47,0,0,True,Bournemouth_Fulham_20251003
Ben Gannon-Doak,11.0,sct SCO,"RW,FW",19-326,13,0,1,0,0,0,0,0,0,7,1,0,0,0.0,0.0,0.6,1,1,4,6,66.7,0,4,2,0,True,Bournemouth_Fulham_20251003
Bafodé Diakité,18.0,fr FRA,CB,24-270,90,0,0,0,0,0,0,0,0,76,0,1,4,0.0,0.0,0.0,1,0,58,65,89.2,3,38,1,0,True,Bournemouth_Fulham_20251003
James Hill,23.0,eng ENG,RB,23-266,60,0,0,0,0,0,0,0,0,51,2,0,0,0.0,0.0,0.0,2,0,35,47,74.5,9,26,3,0,True,Bournemouth_Fulham_20251003
Álex Jiménez,20.0,es ESP,"RB,CB",20-148,30,0,0,0,0,0,0,0,0,21,0,0,0,0.0,0.0,0.0,0,0,15,18,83.3,1,11,3,1,True,Bournemouth_Fulham_20251003
Đorđe Petrović,1.0,rs SRB,GK,25-360,90,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.0,0,0,19,24,79.2,0,13,0,0,True,Bournemouth_Fulham_20251003
Joshua King,24.0,eng ENG,FW,18-273,66,0,0,0,0,1,0,0,0,25,0,0,2,0.0,0.0,0.0,1,0,14,17,82.4,0,19,2,2,False,Bournemouth_Fulham_20251003
Kevin,22.0,br BRA,"AM,LW",22-272,24,0,0,0,0,1,1,0,0,19,0,1,0,0.0,0.0,0.0,0,0,9,15,60.0,0,10,1,1,False,Bournemouth_Fulham_20251003
Alex Iwobi,17.0,ng NGA,"AM,FW",29-153,85,0,0,0,0,3,1,0,0,55,0,0,0,0.1,0.1,0.1,5,0,35,47,74.5,5,44,2,1,False,Bournemouth_Fulham_20251003
Adama Traoré,11.0,es ESP,RW,29-251,5,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,1,0,5,7,71.4,0,7,0,2,False,Bournemouth_Fulham_20251003
Harry Wilson,8.0,wls WAL,AM,28-195,66,0,0,0,0,1,1,0,0,34,1,0,0,0.0,0.0,0.0,1,0,18,28,64.3,0,24,0,1,False,Bournemouth_Fulham_20251003
Samuel Chukwueze,19.0,ng NGA,"AM,FW",26-134,24,0,1,0,0,0,0,0,0,21,0,0,0,0.0,0.0,0.5,4,1,13,17,76.5,1,16,1,1,False,Bournemouth_Fulham_20251003
Sander Berge,16.0,no NOR,"CM,DM",27-231,90,0,0,0,0,0,0,0,0,56,2,0,4,0.0,0.0,0.0,1,0,42,48,87.5,4,39,3,0,False,Bournemouth_Fulham_20251003
Saša Lukić,20.0,rs SRB,CM,29-051,13,0,0,0,0,0,0,0,0,6,1,1,1,0.0,0.0,0.0,0,0,1,1,100.0,0,1,0,0,False,Bournemouth_Fulham_20251003
Tom Cairney,10.0,sct SCO,"CM,DM",34-256,77,0,0,0,0,4,0,0,0,81,0,0,0,0.3,0.3,0.0,1,0,68,71,95.8,12,60,2,0,False,Bournemouth_Fulham_20251003
Ryan Sessegnon,30.0,eng ENG,"WB,LB",25-138,90,1,0,0,0,1,1,0,0,65,1,0,1,0.4,0.4,0.1,3,1,40,53,75.5,5,37,5,0,False,Bournemouth_Fulham_20251003
Timothy Castagne,21.0,be BEL,"WB,RB",29-302,90,0,0,0,0,1,0,0,0,50,2,2,0,0.0,0.0,0.1,3,0,32,43,74.4,2,25,2,0,False,Bournemouth_Fulham_20251003
Calvin Bassey,3.0,ng NGA,CB,25-276,90,0,0,0,0,0,0,0,0,47,1,0,2,0.0,0.0,0.0,1,0,32,40,80.0,1,25,0,0,False,Bournemouth_Fulham_20251003
Joachim Andersen,5.0,dk DEN,CB,29-125,90,0,0,0,0,0,0,0,0,69,1,1,2,0.0,0.0,0.0,0,0,39,54,72.2,0,31,0,1,False,Bournemouth_Fulham_20251003
Issa Diop,31.0,fr FRA,CB,28-267,85,0,0,0,0,0,0,1,0,49,2,2,0,0.0,0.0,0.0,1,0,24,35,68.6,5,31,1,0,False,Bournemouth_Fulham_20251003
Emile Smith Rowe,32.0,eng ENG,AM,25-067,5,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,8,8,100.0,1,7,0,0,False,Bournemouth_Fulham_20251003
Bernd Leno,1.0,de GER,GK,33-213,90,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.0,0,0,24,29,82.8,0,17,0,0,False,Bournemouth_Fulham_20251003
Dominic Calvert-Lewin,9.0,eng ENG,FW,28-202,90,0,0,0,0,2,1,0,0,23,0,0,0,0.2,0.2,0.3,3,0,11,13,84.6,1,10,0,0,True,LeedsUnited_Tottenham_20251004
Noah Okafor,19.0,ch SUI,LW,25-133,78,1,0,0,0,1,1,1,0,30,2,0,1,0.8,0.8,0.2,2,0,12,16,75.0,1,17,3,1,True,LeedsUnited_Tottenham_20251004
Joël Piroe,10.0,nl NED,AM,26-063,12,0,0,0,0,1,1,0,0,9,0,0,0,0.1,0.1,0.0,1,0,6,8,75.0,0,4,1,0,True,LeedsUnited_Tottenham_20251004
Brenden Aaronson,11.0,us USA,RW,24-347,66,0,0,0,0,1,1,0,0,25,1,0,0,0.1,0.1,0.0,2,1,15,19,78.9,3,13,2,0,True,LeedsUnited_Tottenham_20251004
Jack Harrison,20.0,eng ENG,"WB,RW",28-318,24,0,0,0,0,0,0,0,0,21,0,0,0,0.0,0.0,0.0,1,0,13,19,68.4,0,14,1,0,True,LeedsUnited_Tottenham_20251004
Anton Stach,18.0,de GER,LM,26-323,66,0,0,0,0,1,0,0,0,33,2,0,5,0.0,0.0,0.0,3,0,17,25,68.0,3,16,0,1,True,LeedsUnited_Tottenham_20251004
Ao Tanaka,22.0,jp JPN,"CM,LM",27-024,24,0,0,0,0,0,0,0,0,31,0,0,1,0.0,0.0,0.0,1,0,27,30,90.0,4,14,0,0,True,LeedsUnited_Tottenham_20251004
Ethan Ampadu,4.0,wls WAL,"CM,CB",25-020,90,0,0,0,0,0,0,1,0,89,2,2,1,0.0,0.0,0.0,2,0,66,76,86.8,6,53,3,0,True,LeedsUnited_Tottenham_20251004
Sean Longstaff,8.0,eng ENG,"RM,CM",27-339,90,0,0,0,0,4,0,0,0,62,4,0,0,0.2,0.2,0.3,6,0,43,52,82.7,4,26,1,0,True,LeedsUnited_Tottenham_20251004
Gabriel Gudmundsson,3.0,se SWE,LB,26-158,78,0,0,0,0,0,0,0,0,40,3,0,0,0.0,0.0,0.0,1,0,22,30,73.3,4,20,1,1,True,LeedsUnited_Tottenham_20251004
Lukas Nmecha,14.0,de GER,FW,26-294,12,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,2,0,0,True,LeedsUnited_Tottenham_20251004
Pascal Struijk,5.0,nl NED,CB,26-054,90,0,0,0,0,3,0,0,0,75,0,0,0,0.3,0.3,0.0,0,0,65,68,95.6,6,38,1,0,True,LeedsUnited_Tottenham_20251004
Joe Rodon,6.0,wls WAL,CB,27-347,90,0,0,0,0,2,0,0,0,82,0,1,0,0.1,0.1,0.0,0,0,69,74,93.2,7,43,1,0,True,LeedsUnited_Tottenham_20251004
Jayden Bogle,2.0,eng ENG,"RB,WB",25-069,88,0,0,0,0,1,0,0,0,57,5,3,1,0.0,0.0,0.0,3,0,32,42,76.2,5,30,0,0,True,LeedsUnited_Tottenham_20251004
James Justin,24.0,eng ENG,WB,27-223,2,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,1,4,25.0,0,3,0,0,True,LeedsUnited_Tottenham_20251004
Karl Darlow,26.0,wls WAL,GK,34-361,90,0,0,0,0,0,0,0,0,42,0,0,0,0.0,0.0,0.0,1,0,26,40,65.0,1,27,0,0,True,LeedsUnited_Tottenham_20251004
Mathys Tel,11.0,fr FRA,FW,20-160,72,1,0,0,0,2,1,0,0,12,0,0,0,0.2,0.2,0.0,0,0,2,7,28.6,0,5,1,0,False,LeedsUnited_Tottenham_20251004
Pape Matar Sarr,29.0,sn SEN,"CM,AM",23-020,18,0,0,0,0,0,0,0,0,10,2,0,0,0.0,0.0,0.0,0,0,6,7,85.7,0,4,0,0,False,LeedsUnited_Tottenham_20251004
Wilson Odobert,28.0,fr FRA,LW,20-310,84,0,0,0,0,0,0,0,0,32,1,0,0,0.0,0.0,0.1,3,0,20,23,87.0,2,15,1,1,False,LeedsUnited_Tottenham_20251004
Kevin Danso,4.0,at AUT,CB,27-015,6,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,2,0,0,False,LeedsUnited_Tottenham_20251004
Mohammed Kudus,20.0,gh GHA,"RW,FW",25-063,89,1,1,0,0,3,2,1,0,41,2,0,2,0.3,0.3,0.0,1,1,24,29,82.8,4,18,1,6,False,LeedsUnited_Tottenham_20251004
Brennan Johnson,22.0,wls WAL,FW,24-134,1,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,False,LeedsUnited_Tottenham_20251004
Xavi Simons,7.0,nl NED,AM,22-166,73,0,0,0,0,0,0,0,0,29,0,0,1,0.0,0.0,0.0,3,0,18,22,81.8,4,15,1,2,False,LeedsUnited_Tottenham_20251004
Richarlison,9.0,br BRA,FW,28-147,17,0,0,0,0,1,0,0,0,7,0,1,0,0.0,0.0,0.0,0,0,2,3,66.7,0,0,0,0,False,LeedsUnited_Tottenham_20251004
João Palhinha,6.0,pt POR,"DM,CM",30-087,90,0,0,0,0,2,0,1,0,51,2,1,1,0.1,0.1,0.0,1,0,27,41,65.9,3,12,0,0,False,LeedsUnited_Tottenham_20251004
Rodrigo Bentancur,30.0,uy URU,"DM,CM",28-101,90,0,0,0,0,1,0,0,0,48,2,1,3,0.0,0.0,0.0,3,2,28,32,87.5,1,19,0,0,False,LeedsUnited_Tottenham_20251004
Destiny Udogie,13.0,it ITA,LB,22-310,90,0,0,0,0,0,0,0,0,55,1,0,2,0.0,0.0,0.2,1,0,44,49,89.8,5,26,2,1,False,LeedsUnited_Tottenham_20251004
Micky van de Ven,37.0,nl NED,CB,24-168,90,0,0,0,0,0,0,0,0,52,2,1,0,0.0,0.0,0.0,0,0,39,45,86.7,2,31,0,0,False,LeedsUnited_Tottenham_20251004
Cristian Romero,17.0,ar ARG,CB,27-160,90,0,0,0,0,0,0,1,0,63,1,1,2,0.0,0.0,0.0,1,1,47,51,92.2,4,30,0,0,False,LeedsUnited_Tottenham_20251004
Pedro Porro,23.0,es ESP,RB,26-021,90,0,0,0,0,0,0,0,0,73,2,1,1,0.0,0.0,0.0,2,0,31,54,57.4,8,31,0,0,False,LeedsUnited_Tottenham_20251004
Guglielmo Vicario,1.0,it ITA,GK,28-362,90,0,0,0,0,0,0,0,0,39,0,0,0,0.0,0.0,0.0,0,0,25,36,69.4,0,16,0,0,False,LeedsUnited_Tottenham_20251004
Viktor Gyökeres,14.0,se SWE,FW,27-122,90,0,0,0,0,2,1,0,0,22,0,0,0,0.6,0.6,0.0,4,0,5,11,45.5,2,14,2,1,True,Arsenal_WestHam_20251004
Leandro Trossard,19.0,be BEL,LW,30-304,74,0,0,0,0,2,0,0,0,46,2,0,0,0.1,0.1,0.1,3,0,25,40,62.5,2,30,3,1,True,Arsenal_WestHam_20251004
Ethan Nwaneri,22.0,eng ENG,CM,18-197,16,0,0,0,0,1,0,0,0,11,0,0,0,0.0,0.0,0.0,0,0,7,8,87.5,3,6,1,0,True,Arsenal_WestHam_20251004
Bukayo Saka,7.0,eng ENG,"RW,RM",24-029,90,1,0,1,1,3,0,0,0,45,2,1,1,0.8,0.1,0.6,5,0,22,32,68.8,2,27,2,0,True,Arsenal_WestHam_20251004
Eberechi Eze,10.0,eng ENG,"RM,LM",27-097,78,0,0,0,0,4,1,0,0,40,2,1,0,0.5,0.5,0.0,4,1,28,32,87.5,4,24,1,0,True,Arsenal_WestHam_20251004
Gabriel Martinelli,11.0,br BRA,LM,24-108,12,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.1,1,0,1,4,25.0,0,2,0,0,True,Arsenal_WestHam_20251004
Declan Rice,41.0,eng ENG,"LM,CM",26-263,78,1,0,0,0,2,1,0,0,79,0,0,0,0.3,0.3,0.1,3,0,57,70,81.4,5,49,6,2,True,Arsenal_WestHam_20251004
Mikel Merino,23.0,es ESP,CM,29-104,12,0,0,0,0,2,0,0,0,13,0,0,0,0.2,0.2,0.0,0,0,9,11,81.8,1,7,1,0,True,Arsenal_WestHam_20251004
Martin Ødegaard,8.0,no NOR,RM,26-291,29,0,0,0,0,0,0,0,0,23,1,0,0,0.0,0.0,0.1,3,0,18,21,85.7,5,18,1,0,True,Arsenal_WestHam_20251004
Martín Zubimendi,36.0,es ESP,"CM,DM",26-244,61,0,0,0,0,0,0,0,0,79,5,0,0,0.0,0.0,0.1,3,1,69,73,94.5,9,51,1,0,True,Arsenal_WestHam_20251004
Riccardo Calafiori,33.0,it ITA,LB,23-138,74,0,0,0,0,2,0,0,0,82,3,0,0,0.2,0.2,0.0,1,0,54,66,81.8,3,40,2,0,True,Arsenal_WestHam_20251004
Myles Lewis-Skelly,49.0,eng ENG,LB,19-008,16,0,0,0,0,0,0,0,0,10,0,1,0,0.0,0.0,0.0,0,0,6,7,85.7,0,3,0,0,True,Arsenal_WestHam_20251004
Gabriel Magalhães,6.0,br BRA,CB,27-289,90,0,0,0,0,0,0,0,0,67,2,2,0,0.0,0.0,0.0,1,0,52,55,94.5,3,43,1,0,True,Arsenal_WestHam_20251004
William Saliba,2.0,fr FRA,CB,24-194,90,0,0,0,0,0,0,0,0,105,0,0,1,0.0,0.0,0.0,1,0,90,97,92.8,5,80,1,1,True,Arsenal_WestHam_20251004
Jurriën Timber,12.0,nl NED,RB,24-109,90,0,0,0,0,2,1,0,0,70,6,2,0,0.2,0.2,0.0,3,1,47,53,88.7,2,41,2,0,True,Arsenal_WestHam_20251004
David Raya,1.0,es ESP,GK,30-019,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,1,0,26,31,83.9,0,27,0,0,True,Arsenal_WestHam_20251004
Niclas Füllkrug,11.0,de GER,FW,32-237,60,0,0,0,0,1,0,0,0,16,0,1,0,0.3,0.3,0.0,0,0,6,13,46.2,0,1,0,0,False,Arsenal_WestHam_20251004
Callum Marshall,50.0,nir NIR,FW,20-310,30,0,0,0,0,1,0,0,0,6,0,2,1,0.1,0.1,0.0,0,0,1,1,100.0,1,3,0,1,False,Arsenal_WestHam_20251004
Crysencio Summerville,7.0,nl NED,LM,23-339,90,0,0,0,0,1,0,1,0,40,2,1,0,0.0,0.0,0.0,0,0,23,27,85.2,5,22,2,0,False,Arsenal_WestHam_20251004
Mateus Fernandes,18.0,pt POR,CM,21-086,90,0,0,0,0,0,0,0,0,47,7,0,1,0.0,0.0,0.0,0,0,35,35,100.0,1,16,1,0,False,Arsenal_WestHam_20251004
Lucas Paquetá,10.0,br BRA,CM,28-038,90,0,0,0,0,1,0,1,0,54,5,1,3,0.0,0.0,0.4,2,0,31,38,81.6,5,31,0,1,False,Arsenal_WestHam_20251004
Jarrod Bowen,20.0,eng ENG,RM,28-288,90,0,0,0,0,0,0,0,0,29,0,2,1,0.0,0.0,0.0,1,0,12,19,63.2,2,16,2,0,False,Arsenal_WestHam_20251004
Soungoutou Magassa,27.0,fr FRA,DM,21-361,60,0,0,0,0,0,0,0,0,26,1,1,3,0.0,0.0,0.0,1,0,10,13,76.9,0,5,0,0,False,Arsenal_WestHam_20251004
Freddie Potts,32.0,eng ENG,DM,22-022,30,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.0,0,0,6,11,54.5,1,3,0,0,False,Arsenal_WestHam_20251004
El Hadji Malick Diouf,12.0,sn SEN,LB,20-280,90,0,0,0,0,0,0,0,0,47,0,2,2,0.0,0.0,0.0,1,0,24,30,80.0,3,15,0,0,False,Arsenal_WestHam_20251004
Max Kilman,3.0,eng ENG,CB,28-134,90,0,0,0,0,0,0,0,0,36,0,0,2,0.0,0.0,0.0,1,0,19,27,70.4,1,16,2,1,False,Arsenal_WestHam_20251004
Konstantinos Mavropanos,15.0,gr GRE,CB,27-297,90,0,0,0,0,0,0,0,0,49,0,2,3,0.0,0.0,0.0,0,0,24,26,92.3,0,12,0,0,False,Arsenal_WestHam_20251004
Aaron Wan-Bissaka,29.0,cd COD,RB,27-312,78,0,0,0,0,0,0,0,0,34,0,0,2,0.0,0.0,0.0,1,0,17,23,73.9,1,3,0,0,False,Arsenal_WestHam_20251004
Kyle Walker-Peters,2.0,eng ENG,RB,28-174,12,0,0,0,0,0,0,0,0,12,2,0,0,0.0,0.0,0.0,0,0,7,10,70.0,0,2,0,0,False,Arsenal_WestHam_20251004
Alphonse Areola,23.0,fr FRA,GK,32-219,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,0,0,14,27,51.9,0,14,0,0,False,Arsenal_WestHam_20251004
Benjamin Šeško,30.0,si SVN,FW,22-126,90,1,0,0,0,1,1,0,0,35,3,1,1,0.3,0.3,0.1,3,0,14,22,63.6,2,11,1,1,True,ManchesterUtd_Sunderland_20251004
Mason Mount,7.0,eng ENG,AM,26-267,64,1,0,0,0,1,1,0,0,35,0,1,0,0.2,0.2,0.1,1,0,21,25,84.0,4,18,2,1,True,ManchesterUtd_Sunderland_20251004
Matheus Cunha,10.0,br BRA,AM,26-130,26,0,0,0,0,3,1,0,0,16,0,1,0,0.4,0.4,0.0,1,0,5,6,83.3,0,11,2,1,True,ManchesterUtd_Sunderland_20251004
